,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,assists,goals,secondYellowCards
1,CCL,9168,2023,CONCACAF Champions Cup,3,,,,204',,506009,,,
2,POUS,9168,2023,MLS Cup Playoffs,5,1,,,429',,506009,,2,
3,MLS1,9168,2023,MLS,28,1,,,2.015',1,506009,2,10,
4,MLSP,9168,2023,US Open Cup,5,,,,412',,506009,4,2,
5,USMX,9168,2023,Leagues Cup,4,,,,344',,506009,,1,
6,FRC,347,2022,Coupe de France,,,,,,,506009,,,
7,CN2B,8179,2022,National 2 - Grp. B,4,,,,352',,506009,,,
8,FR2,347,2022,Ligue 2,4,,,,120',,506009,,,
9,GB2,349,2021,Championship,15,,,,1.203',,506009,5,2,
10,FAC,349,2021,FA Cup,1,,,,90',,506009,,,
11,FR1,347,2021,Ligue 1,5,,,,183',,506009,,,
12,FRC,347,2021,Coupe de France,1,,,,69',,506009,,,
13,CN2B,8179,2021,National 2 - Grp. B,2,,,,180',,506009,,1,
14,FR2,1159,2020,Ligue 2,19,2,,,1.480',,506009,3,7,
15,FR2,1159,2019,Ligue 2,22,2,,,1.909',,506009,4,4,
16,FRC,1159,2019,Coupe de France,4,,,,348',,506009,,1,
17,FRL,1159,2019,Coupe de la Ligue,1,,,,64',,506009,,,
18,FR2,1159,2018,Ligue 2,31,1,,,1.918',,506009,2,6,
19,FRC,1159,2018,Coupe de France,2,1,,,108',,506009,,,
20,FRL,1159,2018,Coupe de la Ligue,2,,,,148',,506009,,,
21,FR2,1159,2017,Ligue 2,33,3,,,2.261',,506009,7,7,
22,FRC,1159,2017,Coupe de France,3,,,,225',,506009,,1,
23,FRL,1159,2017,Coupe de la Ligue,1,,,,120',,506009,1,,
24,FR1,1159,2016,Ligue 1,1,,,,90',,506009,,,
25,FR3,10838,2014,Championnat National,,,,,,,506009,,,
0,POBE,2727,2023,Jupiler Pro League Europe Play-Offs,1,1,,,90',,481116,,1,
1,BE1,2727,2023,Jupiler Pro League,24,4,,,1.589',,481116,6,4,
2,CCB,2727,2023,Croky Cup,2,,,,210',,481116,,1,
3,FR1,347,2023,Ligue 1,2,,,,126',,481116,,1,
4,FR2,347,2022,Ligue 2,29,1,,,1.977',,481116,6,8,
5,FRC,347,2022,Coupe de France,2,,,,79',,481116,,,
6,EJPD,2715,2021,Jupiler Pro League Abstiegs-Playoffs,2,1,,,180',,481116,1,,
7,BE1,2715,2021,JPL,33,4,,,2.815',,481116,9,8,
8,CCB,2715,2021,Croky Cup,2,1,,,179',,481116,,4,
9,FR1,347,2020,Ligue 1,11,1,,,250',,481116,,,
10,FRC,347,2020,Coupe de France,2,1,,,131',,481116,1,,
11,CN2B,8179,2020,National 2 - Grp. B,2,,,,180',,481116,1,,
12,FR2,1164,2019,Ligue 2,13,2,,,776',,481116,2,3,
13,FRC,1164,2019,Coupe de France,2,,,,147',,481116,,,
14,FRL,1164,2019,Coupe de la Ligue,3,,,,239',,481116,1,,
15,C3PL,9802,2019,N3 - PdlLoire,1,,,,90',,481116,,,
16,FR3,26871,2018,Championnat National,29,5,,,2.495',1,481116,1,6,
17,FRC,26871,2018,Coupe de France,1,,,,68',,481116,,,
18,FR1,347,2017,Ligue 1,,,,,,,481116,,,
19,FRC,347,2017,Coupe de France,,,,,,,481116,,,
20,FRL,347,2017,Coupe de la Ligue,1,,,,44',,481116,,,
21,FRYC,10849,2016,Coupe Gambardella,1,,,,120',,481116,,,
22,FR1,347,2016,Ligue 1,1,,,,14',,481116,,,
23,FRL,347,2016,Coupe de la Ligue,1,,,,13',,481116,,,
24,FRC,347,2016,Coupe de France,1,,,,46',,481116,,,
0,FR2,7124,2023,Ligue 2,27,2,,,1.089',1,568702,2,3,
1,FRC,7124,2023,Coupe de France,2,,,,70',,568702,,,
2,FR1,1095,2022,Ligue 1,14,1,,,563',1,568702,2,,
3,FR2,347,2022,Ligue 2,3,2,,,45',,568702,,,
4,FR1,347,2021,Ligue 1,18,3,,,686',,568702,1,,
5,CN2B,8179,2021,National 2 - Grp. B,1,,,,78',,568702,,,
6,FRC,347,2021,Coupe de France,1,,,,90',,568702,,,
7,FR1,347,2020,Ligue 1,28,4,,,989',,568702,4,3,
8,FRC,347,2020,Coupe de France,3,,,,60',,568702,1,,
9,CN2B,8179,2020,National 2 - Grp. B,1,,,,90',,568702,,1,
10,C3GE,8179,2019,N3 - Grand Est,11,3,,,961',,568702,,5,
11,FR1,347,2019,Ligue 1,2,,,,2',,568702,,,
12,FRC,347,2019,Coupe de France,1,,,,9',,568702,,,
13,FRL,347,2019,Coupe de la Ligue,1,,,,78',,568702,1,,
14,CAFC,30031,2017,CAF Confederation Cup,1,,,,14',,568702,,,
15,ACL,30031,2017,CAF-Champions League,2,,,,53',,568702,,,
0,FR1,347,2023,Ligue 1,23,5,,,1.329',,568696,1,3,
1,FRC,347,2023,Coupe de France,1,,,,45',,568696,,,
2,FR2,347,2022,Ligue 2,28,1,,,1.858',,568696,4,3,
3,FRC,347,2022,Coupe de France,3,1,,,195',,568696,,,
4,CN2B,8179,2022,National 2 - Grp. B,1,,,,74',,568696,,1,
5,FRR2,7124,2021,Rel. Ligue 2,2,,,,75',,568696,1,,
6,FR2,7124,2021,Ligue 2,16,,,,870',,568696,2,2,
7,FR1,347,2021,Ligue 1,6,,,,148',,568696,,,
8,FRC,347,2021,Coupe de France,1,,,,69',,568696,,,
9,CN2B,8179,2021,National 2 - Grp. B,6,,,,435',,568696,1,1,
10,FR2,3166,2020,Ligue 2,30,5,,,1.546',,568696,4,3,
11,CN2B,8179,2020,National 2 - Grp. B,2,1,,,180',,568696,1,3,
12,FR1,347,2020,Ligue 1,1,,,,11',,568696,,,
13,FR3,3166,2019,Championnat National,25,,,,1.806',,568696,6,10,1
14,FRC,3166,2019,Coupe de France,4,,,,240',,568696,2,2,
15,FRC,347,2018,Coupe de France,1,1,,,-9',,568696,,,
16,CAFC,30031,2017,CAF Confederation Cup,2,,,,180',,568696,,,
17,ACL,30031,2017,CAF-Champions League,2,,,,180',,568696,,,
0,FR1,347,2023,Ligue 1,9,1,,,337',,1099726,,1,
1,C3GE,8179,2023,National 3 - Grp. I,6,1,,,538',,1099726,,,
2,FRC,347,2023,Coupe de France,1,,,,16',,1099726,,,
3,CN2B,8179,2022,National 2 - Grp. B,4,,,,355',,1099726,1,3,
4,FR2,347,2022,Ligue 2,1,,,,9',,1099726,,,
0,BE2,2715,2023,Challenger Pro League,19,2,,,1.447',,512690,1,2,
1,CCB,2715,2023,Croky Cup,1,,,,27',,512690,,1,
2,FR2,347,2022,Ligue 2,2,,,,29',,512690,,,
3,CN2B,8179,2022,National 2 - Grp. B,16,1,,,1.203',,512690,,1,
4,BE1,2715,2021,JPL,6,,,,61',,512690,,,
5,CN2B,8179,2021,National 2 - Grp. B,1,,,,22',,512690,,,
6,CN2B,8179,2020,National 2 - Grp. B,4,,,,157',,512690,,,
7,F19B,10849,2020,National U19 - Grp. B,6,,,,527',,512690,,1,
8,FRYC,10849,2019,Coupe Gambardella,1,,,,90',,512690,,,
0,FR1,347,2023,Ligue 1,14,1,,,727',,366045,1,3,
1,FR2,347,2022,Ligue 2,34,1,,,2.424',,366045,6,6,
2,FRC,347,2022,Coupe de France,2,,,,90',,366045,,1,
3,EJPD,2715,2021,Jupiler Pro League Abstiegs-Playoffs,2,1,,,180',,366045,,,
4,BE1,2715,2021,JPL,23,2,,,1.871',,366045,1,5,
5,CCB,2715,2021,Croky Cup,1,,,,102',,366045,,,
6,EJPD,2715,2020,Jupiler Pro League Abstiegs-Playoffs,2,,,,180',,366045,1,,
7,BE2,2715,2020,1B Pro League,21,4,,,1.480',,366045,5,5,
8,FR2,1147,2019,Ligue 2,11,,,,256',,366045,,1,
9,C3CM,8305,2019,N3 - Corse-Médit,2,,,,148',,366045,,,
10,FR2,347,2018,Ligue 2,8,,,,182',,366045,,,
11,FRC,347,2018,Coupe de France,4,,,,208',,366045,,,
12,FRL,347,2018,Coupe de la Ligue,1,,,,120',,366045,,1,
13,FR1,347,2017,Ligue 1,2,,,,131',,366045,,,
14,ACL,2871,2014,CAF-Champions League,2,,,,171',,366045,,1,
0,FR2,10004,2023,Ligue 2,2,,,,53',,568701,,,
1,CN2B,8179,2022,National 2 - Grp. B,1,,,,90',,568701,,,
2,FR2,347,2022,Ligue 2,29,1,,,1.674',,568701,2,3,
3,FRC,347,2022,Coupe de France,3,,,,104',,568701,1,,
4,FRR1,10004,2021,Rel. Ligue 1,1,,,,,,568701,,,
5,FR2,10004,2021,Ligue 2,4,,,,253',,568701,,2,
6,FR1,347,2021,Ligue 1,14,,,,553',,568701,4,,
7,FR1,347,2020,Ligue 1,26,1,,,1.464',,568701,2,3,
8,FRC,347,2020,Coupe de France,1,,,,72',,568701,,,
9,CN2B,8179,2020,National 2 - Grp. B,3,,,,270',,568701,1,,
10,FR3,3166,2019,Championnat National,25,,,,2.046',,568701,7,14,
11,FRC,3166,2019,Coupe de France,4,1,,,294',,568701,,3,
12,FR3,3166,2018,Championnat National,25,3,,,1.622',,568701,1,8,
13,FRC,3166,2018,Coupe de France,2,,,,180',,568701,,1,
14,CAFC,30031,2017,CAF Confederation Cup,2,,,,166',,568701,,,
0,GB2,1035,2023,Championship,37,5,,,2.299',,511401,3,5,
1,FAC,1035,2023,FA Cup,3,,,,180',,511401,,,
2,CGB,1035,2023,EFL Cup,2,,,,161',,511401,,1,
3,NL1,467,2022,Eredivisie,16,,,,318',,511401,,1,
4,NLP,467,2022,KNVB Beker,2,,,,62',,511401,,1,
5,FRC,347,2022,Coupe de France,2,,,,150',,511401,,1,
6,FR2,347,2022,Ligue 2,7,,,,174',,511401,1,,
7,CN2B,8179,2022,National 2 - Grp. B,1,,,,63',,511401,,1,
8,PONL,306,2021,Play-Offs Conference League,2,,,,14',,511401,,,
9,NL1,306,2021,Eredivisie,29,3,,,1.313',,511401,1,1,1
10,NLP,306,2021,KNVB Beker,3,,,,173',,511401,,,
11,FR1,162,2021,Ligue 1,,,,,,,511401,,,
12,CLQ,162,2021,Champions League Qu.,1,,,,2',,511401,,,
13,BE1,520,2020,JPL,29,2,,,2.062',,511401,3,6,
14,CCB,520,2020,Croky Cup,2,1,,,92',,511401,,,
15,NL2,467,2019,Keuken Kampioen Divisie,25,4,,,1.531',,511401,5,7,
16,NLP,467,2019,KNVB Beker,1,,,,86',,511401,,2,
17,NLAJ,7463,2018,U19 Eredivisie,13,,,,1.082',,511401,,2,
18,PON2,467,2018,Play-Offs Promotie/Deg.,2,,,,35',,511401,,,
19,NL2,467,2018,Keuken Kampioen Divisie,3,,,,46',,511401,,,
20,NLJV,7463,2018,Preliminary round U19 Eredivisie,13,,,,1.021',,511401,2,6,
21,NLAJ,7465,2017,U19 Eredivisie,2,,,,56',,511401,,,
22,NLJB,7465,2017,U19 Cup NL,,,,,,,511401,,,
23,NLJV,7465,2017,Preliminary round U19 Eredivisie,2,,,,14',,511401,,,
24,NLAE,7465,2016,U19 Eerste Divisie,,,,,,,511401,,,
25,NLBJ,45691,2016,U17 Div. 1 Spring,4,,,,288',,511401,,1,
0,PL1,7154,2023,Ekstraklasa,7,1,,,257',1,353211,,,
1,BE1,2715,2022,JPL,23,3,,,1.423',,353211,1,4,1
2,CCB,2715,2022,Croky Cup,2,,,,164',,353211,,2,
3,FR2,347,2022,Ligue 2,5,,,,21',,353211,,,
4,C1,321,2021,Super League,3,,,,57',,353211,,,
5,FR1,347,2021,Ligue 1,3,1,,,84',,353211,,,
6,FR1,347,2020,Ligue 1,26,3,,,961',,353211,1,4,
7,FRC,347,2020,Coupe de France,3,,,,156',,353211,,2,
8,FR2,1159,2019,Ligue 2,15,2,,,1.305',,353211,2,7,
9,FRL,1159,2019,Coupe de la Ligue,3,,,,155',,353211,1,1,
10,FR2,1159,2018,Ligue 2,18,4,,,1.522',,353211,2,6,
11,FRC,1159,2018,Coupe de France,1,,,,75',,353211,,,
12,CN2B,8515,2018,National 2 - Grp. B,12,3,,,934',,353211,2,5,
13,FR1,618,2017,Ligue 1,4,,,,107',,353211,,,
14,FRC,618,2017,Coupe de France,1,,,,41',,353211,,,
15,PO2,2424,2015,Ledman LigaPro,24,6,,,1.091',,353211,2,2,
16,POPO,2424,2015,Taça de Portugal,7,2,,,475',,353211,3,,
17,POCP,2424,2014,Allianz Cup,2,1,,,79',,353211,,,
0,FR2,1290,2023,Ligue 2,30,2,,,2.246',,815359,6,3,
1,FRC,1290,2023,Coupe de France,2,,,,47',,815359,,1,
2,FR2,347,2022,Ligue 2,29,2,,,667',,815359,,3,
3,FRC,347,2022,Coupe de France,3,,,,134',,815359,,1,
4,CN2B,8179,2022,National 2 - Grp. B,2,,,,169',,815359,,,
5,FR1,347,2021,Ligue 1,8,1,,,146',,815359,,,
6,CN2B,8179,2021,National 2 - Grp. B,12,3,,,1.043',,815359,,8,
7,FRC,347,2021,Coupe de France,,,,,,,815359,,,
8,FRC,26863,2020,Coupe de France,5,,,,327',,815359,1,1,
9,CN2D,26863,2020,National 2 - Grp. D,4,,,,227',,815359,,2,
10,C3HF,16676,2019,N3 - HtsdeFrance,12,2,,,592',,815359,,1,
11,CN2B,26863,2018,National 2 - Grp. B,1,,,,4',,815359,,,
0,FR1,347,2023,Ligue 1,5,1,,,150',,707063,,,
1,C3GE,8179,2023,National 3 - Grp. I,7,,,,598',,707063,,3,
2,FRC,347,2023,Coupe de France,1,,,,74',,707063,,,
3,FR2,347,2022,Ligue 2,2,,,,9',,707063,,,
4,CN2B,8179,2022,National 2 - Grp. B,6,,,,534',,707063,,2,
5,CAFC,30031,2019,CAF Confederation Cup,,,,,,,707063,,,
6,ACL,30031,2019,CAF-Champions League,1,,,,12',,707063,,,
0,FR1,347,2023,Ligue 1,13,,,,1.125',,729814,3,5,
1,NLP,610,2023,KNVB Beker,1,,,,90',,729814,,,
2,NL1,610,2023,Eredivisie,6,,,,232',,729814,,,
3,EL,610,2023,Europa League,2,,,,16',,729814,,,
4,FR2,347,2022,Ligue 2,37,4,,,3.081',,729814,8,23,
5,FRC,347,2022,Coupe de France,3,,,,239',,729814,1,1,
6,EJPD,2715,2021,Jupiler Pro League Abstiegs-Playoffs,2,,,,180',,729814,,1,
7,BE1,2715,2021,JPL,28,3,,,2.303',,729814,1,9,
8,CCB,2715,2021,Croky Cup,3,,,,261',,729814,1,4,
9,FR1,347,2021,Ligue 1,1,,,,,,729814,,,
10,EJPD,2715,2020,Jupiler Pro League Abstiegs-Playoffs,2,2,,,180',,729814,1,3,
11,BE2,2715,2020,1B Pro League,21,5,,,1.811',1,729814,1,19,
12,CCB,2715,2020,Croky Cup,1,,,,90',,729814,,,
13,C3GE,8179,2019,N3 - Grand Est,18,2,,,1.579',,729814,,8,
14,FRC,347,2019,Coupe de France,,,,,,,729814,,,
15,FR1,347,2019,Ligue 1,1,,,,7',,729814,,,
0,FR1,3911,2023,Ligue 1,25,2,20,11,2.247',1,124884,,,
1,FRC,3911,2023,Coupe de France,,,,,,,124884,,,
2,FR1,3911,2022,Ligue 1,37,4,54,8,3.330',,124884,,,
3,FR1,3911,2021,Ligue 1,38,1,57,7,3.420',,124884,,,
4,FRC,3911,2021,Coupe de France,,,,,,,124884,,,
5,NL1,1090,2020,Eredivisie,33,2,37,10,2.965',,124884,,,1
6,NLP,1090,2020,KNVB Beker,1,,1,,90',,124884,,,
7,EL,1090,2020,Europa League,6,,5,2,540',,124884,,,
8,CLQ,1090,2020,Champions League Qu.,2,,3,,210',,124884,,,
9,NL1,1090,2019,Eredivisie,24,,11,18,2.075',1,124884,,,
10,EL,1090,2019,Europa League,8,1,11,3,720',,124884,,,
11,NLP,1090,2019,KNVB Beker,3,,3,2,270',,124884,,,
12,ELQ,1090,2019,Europa League Qualifying,6,1,2,4,570',,124884,,,
13,NL1,1090,2018,Eredivisie,34,,43,14,3.060',,124884,,,
14,NLP,1090,2018,KNVB Beker,5,,1,4,480',,124884,,,
15,ELQ,1090,2018,Europa League Qualifying,2,1,3,,180',,124884,,,
16,NL1,1090,2017,Eredivisie,34,,38,13,3.060',,124884,,,
17,NLP,1090,2017,KNVB Beker,6,,8,2,540',,124884,,,
18,BE1,1184,2016,JPL,22,1,30,7,1.901',,124884,,,
19,CCB,1184,2016,Croky Cup,4,,3,1,390',,124884,,,
20,EL,1184,2016,Europa League,5,1,9,2,450',,124884,,,
21,ELQ,1184,2016,Europa League Qualifying,6,1,5,3,570',,124884,,,
22,ESJP,1184,2015,Jupiler Pro League playoff Europa League,2,,3,,180',,124884,,,
23,EJPL,1184,2015,JPL Play-Offs I,10,1,13,3,900',,124884,,,
24,BE1,1184,2015,JPL,15,2,10,7,1.265',,124884,,,
25,CCB,1184,2015,Croky Cup,5,,7,,480',,124884,,,
26,POBE,1184,2014,JPL Playoff II,,,,,,,124884,,,
27,BE1,1184,2014,JPL,5,,5,2,404',,124884,,,
28,PONL,202,2013,Play-Offs Conference League,4,,1,3,360',,124884,,,
29,NL1,202,2013,Eredivisie,34,2,53,6,3.060',,124884,,,
30,NLP,202,2013,KNVB Beker,3,,1,2,270',,124884,,,
31,PONL,202,2012,Play-Offs Conference League,2,,4,,180',,124884,,,
32,NL1,202,2012,Eredivisie,16,,23,4,1.428',1,124884,,,
33,NLP,202,2012,KNVB Beker,,,,,,,124884,,,
34,NLBA,14725,2012,Beloften nacompetitie,5,,7,1,450',,124884,,,
35,NLBE,14725,2012,Beloften Eredivisie,3,,2,1,270',,124884,,,
36,PON2,133,2011,Play-Offs Promotie/Deg.,4,,5,2,360',,124884,,,
37,NL2,133,2011,Jupiler League,17,,25,1,1.530',,124884,,,
38,NLBE,14725,2011,Beloften Eredivisie,2,,1,1,180',,124884,,,
39,NLP,133,2011,KNVB Beker,,,,,,,124884,,,
40,NLAJ,2824,2009,U19 Eredivisie,6,,7,2,540',,124884,,,
0,CDLP,928,2024,Copa de la Liga,,,,,,,668996,,,
1,ARCA,928,2024,Copa Argentina,,,,,,,668996,,,
2,CDCA,928,2023,Copa de la Liga - Playoffs,,,,,,,668996,,,
3,CDLP,928,2023,Copa de la Liga,,,,,,,668996,,,
4,FR1,3911,2022,Ligue 1,1,,,1,90',,668996,,,
5,FRC,3911,2022,Coupe de France,2,,3,1,180',,668996,,,
6,AR1N,3938,2022,Liga Profesional,,,,,,,668996,,,
7,ARCA,3938,2022,Copa Argentina,,,,,,,668996,,,
8,CLI,3938,2022,Libertadores,,,,,,,668996,,,
9,CDLP,3938,2022,Copa de la Liga,,,,,,,668996,,,
10,AR1N,3938,2021,Liga Profesional,,,,,,,668996,,,
11,CS,3938,2021,Copa Sudamericana,,,,,,,668996,,,
12,ARCA,3938,2020,Copa Argentina,,,,,,,668996,,,
13,CDCA,3938,2020,Copa Maradona,4,,4,2,255',,668996,,,
14,CDLP,3938,2020,Copa Maradona,,,,,,,668996,,,
15,AR1N,3938,2020,Superliga,,,,,,,668996,,,
16,ES3C,6182,2019,2ª B - Grupo III,,,,,,,668996,,,
17,19YL,50635,2019,UEFA Youth League,4,,10,,360',,668996,,,
0,FR1,3911,2023,Ligue 1,3,,,3,180',,525155,,,
1,FRC,3911,2023,Coupe de France,3,,4,1,270',,525155,,,
2,FR1,3911,2022,Ligue 1,,,,,,,525155,,,
3,FRC,3911,2022,Coupe de France,,,,,,,525155,,,
4,FR1,3911,2021,Ligue 1,,,,,,,525155,,,
5,C3BR,16674,2021,N3 - Bretagne,18,1,26,5,1.620',,525155,,,
6,FR2,1416,2020,Ligue 2,2,,4,,180',,525155,,,
7,C3HF,16671,2020,N3 - HtsdeFrance,4,1,8,,360',,525155,,,
8,C3HF,16671,2019,N3 - HtsdeFrance,10,,13,3,900',,525155,,,
9,FR3,3161,2018,Championnat National,3,,4,1,250',,525155,,,
10,FRC,3161,2018,Coupe de France,,,,,,,525155,,,
11,FRL,3161,2018,Coupe de la Ligue,,,,,,,525155,,,
12,FR2,3161,2017,Ligue 2,2,,4,,180',,525155,,,
13,FRYC,16037,2017,Coupe Gambardella,1,,2,,90',,525155,,,
14,FRC,3161,2017,Coupe de France,2,,2,1,180',,525155,,,
15,FRL,3161,2017,Coupe de la Ligue,1,,2,,90',,525155,,,
16,FRYC,16037,2016,Coupe Gambardella,1,1,,,90',,525155,,,
17,C3NA,18008,2016,National 3 - Grp. B,1,,1,,54',1,525155,,,
0,FR1,3911,2023,Ligue 1,24,7,,,2.139',,485960,,1,1
1,FRC,3911,2023,Coupe de France,2,,,,159',,485960,,,1
2,FR1,3911,2022,Ligue 1,36,5,,,3.093',,485960,,,
3,FRC,3911,2022,Coupe de France,2,,,,180',,485960,,,
4,FR1,3911,2021,Ligue 1,31,4,,,2.255',,485960,,1,
5,FRC,3911,2021,Coupe de France,3,1,,,300',,485960,,,
6,FR1,3911,2020,Ligue 1,11,3,,,963',,485960,1,1,
7,FRC,3911,2020,Coupe de France,2,,,,180',,485960,,,
8,FR1,273,2020,Ligue 1,,,,,,,485960,,,
9,FR2,1423,2019,Ligue 2,24,6,,,1.969',,485960,2,,
10,FRC,1423,2019,Coupe de France,2,,,,180',,485960,1,,
11,FRL,1423,2019,Coupe de la Ligue,1,,,,45',,485960,,,
12,C3BR,8154,2018,N3 - Bretagne,16,3,,,1.293',1,485960,,2,
13,CN2D,8154,2017,National 2 - Grp. D,25,1,,,2.002',,485960,,,
14,CN2A,8154,2016,CFA - Grp. A,2,,,,93',,485960,,,
0,FR1,3911,2023,Ligue 1,26,4,,,2.340',,250779,1,,
1,FRC,3911,2023,Coupe de France,3,,,,153',,250779,,,
2,FR1,3911,2022,Ligue 1,30,6,,,2.488',,250779,,,
3,FRC,3911,2022,Coupe de France,,,,,,,250779,,,
4,FR1,3911,2021,Ligue 1,32,6,,,2.687',1,250779,,3,
5,FRC,3911,2021,Coupe de France,3,1,,,300',,250779,,,
6,FR1,3911,2020,Ligue 1,33,3,,,2.714',1,250779,1,3,
7,FRC,3911,2020,Coupe de France,,,,,,,250779,,,
8,FR1,3911,2019,Ligue 1,12,4,,,821',,250779,,,
9,FRL,3911,2019,Coupe de la Ligue,3,,,,270',,250779,,,
10,FR2,3911,2018,Ligue 2,10,2,,,894',1,250779,,2,
11,FRC,3911,2018,Coupe de France,3,1,,,300',,250779,,,
12,FRL,3911,2018,Coupe de la Ligue,2,,,,240',,250779,,1,
13,FRR1,3911,2017,Rel. Ligue 1,,,,,,,250779,,,
14,FR2,3911,2017,Ligue 2,8,1,,,614',,250779,,,
15,FRC,3911,2017,Coupe de France,,,,,,,250779,,,
16,FR2,3911,2016,Ligue 2,14,3,,,949',,250779,,,
17,FRC,3911,2016,Coupe de France,2,1,,,180',,250779,,,
18,FRL,3911,2016,Coupe de la Ligue,1,,,,2',,250779,,,
19,FR3,10838,2015,Championnat National,20,5,,,1.692',1,250779,,2,
20,FR2,3911,2014,Ligue 2,8,1,,,551',,250779,,,
21,FRC,3911,2014,Coupe de France,2,,,,154',,250779,,,
22,FR2,3911,2013,Ligue 2,15,1,,,905',,250779,,,
23,FRC,3911,2013,Coupe de France,1,,,,52',,250779,,,
24,FR1,3911,2012,Ligue 1,1,,,,27',,250779,,,
25,FRC,3911,2012,Coupe de France,,,,,,,250779,,,
0,FR1,995,2023,Ligue 1,16,4,,,1.167',,344864,,,
1,FRC,995,2023,Coupe de France,1,,,,45',,344864,,,
2,FR1,3911,2022,Ligue 1,34,2,,,2.512',,344864,2,,
3,FRC,3911,2022,Coupe de France,2,,,,180',,344864,,,
4,FR1,3911,2021,Ligue 1,37,1,,,3.005',,344864,3,1,
5,FRC,3911,2021,Coupe de France,3,1,,,295',,344864,,,
6,FR1,3911,2020,Ligue 1,27,4,,,2.024',,344864,,1,
7,FRC,3911,2020,Coupe de France,2,,,,180',,344864,,,
8,FR1,3911,2019,Ligue 1,14,,,,1.177',,344864,,,
9,FRL,3911,2019,Coupe de la Ligue,1,,,,90',,344864,,,
10,FRC,3911,2019,Coupe de France,1,,,,120',,344864,,,
11,C3BR,16674,2019,N3 - Bretagne,1,,,,90',,344864,,,
12,FRR1,826,2018,Rel. Ligue 1,4,,,,390',,344864,,1,
13,FR2,826,2018,Ligue 2,14,2,,,1.148',1,344864,,,
14,CN2D,8152,2018,National 2 - Grp. D,1,,,,90',,344864,,,
15,FR2,826,2017,Ligue 2,36,3,,,3.152',,344864,,,
16,FRC,826,2017,Coupe de France,6,,,,630',,344864,,,
17,FRL,826,2017,Coupe de la Ligue,1,,,,90',,344864,,,
18,FR2,826,2016,Ligue 2,37,4,,,3.299',,344864,,,
19,FRC,826,2016,Coupe de France,4,,,,360',,344864,,,
20,FRL,826,2016,Coupe de la Ligue,1,,,,35',,344864,,,
21,CN2A,8152,2015,CFA - Grp. A,16,3,,,1.308',1,344864,,1,
22,FRYC,10824,2015,Coupe Gambardella,1,,,,90',,344864,,,
0,BE1,172,2023,Jupiler Pro League,5,,,,317',,566823,,1,
1,FR1,3911,2023,Ligue 1,4,,,,118',,566823,,,
2,FRC,3911,2023,Coupe de France,,,,,,,566823,,,
3,FR1,3911,2022,Ligue 1,18,1,,,1.315',,566823,1,1,
4,FRC,3911,2022,Coupe de France,2,,,,180',,566823,,,
5,MARP,6603,2022,Coupe du Trône Marocaine,2,,,,180',,566823,,,
6,MAR1,6603,2021,Botola Pro Inwi,26,2,,,2.340',,566823,,2,
7,ACL,6603,2021,CAF-Champions League,13,1,,,1.170',,566823,,3,
8,MARP,6603,2021,Coupe du Trône Marocaine,4,,,,390',,566823,,,
9,MAR1,6603,2020,Botola Pro Inwi,26,2,,,2.285',1,566823,,3,
10,ACL,6603,2020,CAF-Champions League,10,1,,,888',,566823,,,
11,MAR1,6603,2019,Botola Pro Inwi,9,,,,736',,566823,,,
12,ACL,6603,2019,CAF-Champions League,4,,,,360',,566823,,,
13,MARP,6603,2019,Coupe du Trône Marocaine,1,,,,90',,566823,,,
14,MAR1,6603,2018,Botola Pro Inwi,26,,,,2.288',,566823,,3,
15,ACL,6603,2018,CAF-Champions League,13,2,,,1.170',,566823,,,
16,MARP,6603,2018,Coupe du Trône Marocaine,3,,,,242',,566823,,,
17,MAR1,6603,2017,Botola Pro Inwi,3,,,,270',,566823,1,,
0,FR1,347,2023,Ligue 1,17,3,,,1.439',1,170544,,,
1,FRC,347,2023,Coupe de France,1,,,,90',,170544,,,
2,FR1,3911,2023,Ligue 1,,,,,,,170544,,,
3,FR1,3911,2022,Ligue 1,16,2,,,1.059',,170544,,,
4,FRC,3911,2022,Coupe de France,,,,,,,170544,,,
5,FR1,3911,2021,Ligue 1,23,6,,,1.938',,170544,,,
6,FRC,3911,2021,Coupe de France,1,1,,,90',,170544,,,
7,FR1,3911,2020,Ligue 1,16,3,,,1.377',,170544,,,
8,FR1,417,2019,Ligue 1,15,3,,,1.104',1,170544,,3,
9,FRC,417,2019,Coupe de France,2,,,,169',,170544,,,
10,FRL,417,2019,Coupe de la Ligue,1,,,,90',,170544,,,
11,FR1,417,2018,Ligue 1,33,8,,,2.938',,170544,,,1
12,FRC,417,2018,Coupe de France,1,,,,90',,170544,,,
13,FR1,1095,2017,Ligue 1,34,7,,,2.959',2,170544,,,
14,FRC,1095,2017,Coupe de France,1,,,,90',,170544,,,
15,FRR1,1095,2016,Rel. Ligue 1,2,,,,180',,170544,,,
16,FR2,1095,2016,Ligue 2,32,7,,,2.469',,170544,,,
17,FRC,1095,2016,Coupe de France,2,,,,180',,170544,,,
18,FRL,1095,2016,Coupe de la Ligue,1,,,,90',,170544,,,
19,FR2,2067,2015,Ligue 2,33,3,,,2.970',,170544,1,,
20,FRC,2067,2015,Coupe de France,1,,,,90',,170544,,,
21,FR3,5407,2014,Championnat National,27,4,,,2.131',,170544,,,
22,FRC,5407,2014,Coupe de France,1,1,,,90',,170544,,,
