,id,from,to,date,upcoming,season,marketValue,fee
5,292417,53004,6938,"Jul 1, 2012",False,12/13,,
0,105470,12,31,"Jul 19, 2018",False,18/19,€60.00m,€62.50m
1,105470,6600,12,"Jul 6, 2016",False,16/17,€7.00m,€8.00m
2,105470,15466,6600,"Jan 1, 2013",False,12/13,€150k,
3,105470,15083,15466,"Jan 1, 2012",False,11/12,,
0,340918,9252,31,"Jul 1, 2019",False,19/20,,
1,340918,6922,9252,"Jul 1, 2017",False,17/18,,
2,340918,32265,6922,"Jul 1, 2015",False,15/16,,?
0,71271,379,31,"Aug 5, 2019",False,19/20,€3.50m,free transfer
1,71271,150,379,"Jul 1, 2013",False,13/14,€2.00m,free transfer
2,71271,2865,150,"Jul 1, 2012",False,12/13,,
3,71271,6685,2865,"Jun 30, 2009",False,08/09,,End of loan
4,71271,2865,6685,"Jan 1, 2009",False,08/09,,loan transfer
5,71271,9666,2865,"Jun 30, 2008",False,07/08,,End of loan
6,71271,2865,9666,"Jan 1, 2008",False,07/08,,loan transfer
7,71271,14789,2865,"Jul 1, 2007",False,07/08,,
8,71271,40422,14789,"Jul 1, 2006",False,06/07,,
9,71271,14743,40422,"Jul 1, 2004",False,04/05,,
0,706815,1042,9252,"May 31, 2024",True,23/24,€500k,End of loan
1,706815,9252,1042,"Jul 1, 2023",False,23/24,€300k,loan transfer
2,706815,6922,9252,"Jul 1, 2022",False,22/23,,
3,706815,50906,6922,"Jul 1, 2020",False,20/21,,
0,357119,23826,31,"Jul 1, 2021",False,21/22,€35.00m,€40.00m
1,357119,750,23826,"Jul 1, 2017",False,17/18,€300k,free transfer
2,357119,10825,750,"Jan 1, 2017",False,16/17,,
3,357119,10826,10825,"Jul 1, 2016",False,16/17,,
4,357119,83018,10826,"Jul 1, 2014",False,14/15,,free transfer
0,139208,180,31,"Jan 1, 2018",False,17/18,€30.00m,€84.65m
1,139208,371,180,"Sep 1, 2015",False,15/16,€5.00m,€15.70m
2,139208,202,371,"Jul 1, 2013",False,13/14,€3.00m,€2.75m
3,139208,14725,202,"Jul 1, 2011",False,11/12,€250k,
4,139208,4778,14725,"Jul 1, 2010",False,10/11,,free transfer
5,139208,53474,4778,"Jul 1, 2008",False,08/09,,
6,139208,32807,53474,"Jul 1, 2006",False,06/07,,
7,139208,78341,32807,"Jul 1, 2001",False,01/02,,free transfer
0,256178,358,31,"Jul 1, 2015",False,15/16,€2.50m,€4.90m
1,256178,6932,358,"Jul 1, 2014",False,14/15,,
0,82105,33,31,"Jul 1, 2016",False,16/17,€18.00m,free transfer
1,82105,1463,33,"Jul 1, 2009",False,09/10,,
2,82105,21061,1463,"Jul 1, 2008",False,08/09,,
3,82105,11884,21061,"Jul 1, 2006",False,06/07,,
4,82105,11894,11884,"Jul 1, 2000",False,00/01,,free transfer
5,82105,42396,11894,"Jul 1, 1998",False,98/99,,free transfer
0,541231,39,31,"Jun 30, 2024",True,23/24,€7.00m,End of loan
1,541231,31,39,"Jul 13, 2023",False,23/24,€5.00m,loan transfer
2,541231,33,31,"Jun 30, 2023",False,22/23,€5.00m,End of loan
3,541231,31,33,"Aug 30, 2022",False,22/23,€5.00m,loan transfer
4,541231,466,31,"May 31, 2022",False,21/22,€5.00m,End of loan
5,541231,31,466,"Feb 1, 2021",False,20/21,€1.80m,loan transfer
6,541231,1269,31,"Jul 1, 2019",False,19/20,€2.00m,€1.90m
7,541231,15587,1269,"Jul 1, 2018",False,18/19,€500k,
8,541231,56053,15587,"Oct 1, 2017",False,17/18,,
9,541231,41044,56053,"Jul 1, 2017",False,17/18,,
0,371814,603,31,"May 31, 2024",True,23/24,€3.50m,End of loan
1,371814,31,603,"Jan 30, 2024",False,23/24,€4.00m,loan transfer
2,371814,371,31,"Jan 3, 2024",False,23/24,€4.00m,End of loan
3,371814,31,371,"Aug 31, 2023",False,23/24,€4.00m,loan transfer
4,371814,989,31,"May 31, 2022",False,21/22,€8.00m,End of loan
5,371814,31,989,"Jan 31, 2022",False,21/22,€8.00m,loan transfer
6,371814,79,31,"Jun 30, 2020",False,19/20,€800k,End of loan
7,371814,31,79,"Jan 13, 2020",False,19/20,€800k,loan transfer
8,371814,79,31,"Dec 31, 2019",False,19/20,€800k,End of loan
9,371814,31,79,"Aug 7, 2019",False,19/20,€1.00m,loan transfer
10,371814,9252,31,"Jul 1, 2019",False,19/20,,
11,371814,9259,9252,"Aug 1, 2016",False,16/17,,free transfer
12,371814,6915,9259,"Jul 1, 2015",False,15/16,,
0,503679,1211,31,"Feb 1, 2024",False,23/24,€1.80m,End of loan
1,503679,31,1211,"Jan 16, 2024",False,23/24,€1.80m,loan transfer
2,503679,370,31,"Jan 3, 2024",False,23/24,€1.80m,End of loan
3,503679,31,370,"Jul 1, 2023",False,23/24,€2.00m,loan transfer
4,503679,1181,31,"Jan 23, 2023",False,22/23,€3.00m,End of loan
5,503679,31,1181,"Jul 19, 2022",False,22/23,€4.00m,loan transfer
6,503679,2288,31,"Jan 20, 2022",False,21/22,€4.00m,End of loan
7,503679,31,2288,"Aug 31, 2021",False,21/22,€5.00m,loan transfer
8,503679,9252,31,"Jul 1, 2020",False,20/21,,
9,503679,1195,9252,"Jan 1, 2020",False,19/20,,End of loan
10,503679,9252,1195,"Jul 31, 2019",False,19/20,,loan transfer
11,503679,6922,9252,"Jul 1, 2019",False,19/20,,
12,503679,50906,6922,"Jul 1, 2017",False,17/18,,
0,632349,9252,31,"Jul 1, 2023",False,23/24,€400k,
1,632349,2455,9252,"May 31, 2023",False,22/23,€400k,End of loan
2,632349,9252,2455,"Jan 20, 2023",False,22/23,,loan transfer
3,632349,6922,9252,"Jul 1, 2021",False,21/22,,
4,632349,50906,6922,"Jul 1, 2019",False,19/20,,
0,670861,1071,9252,"May 31, 2024",True,23/24,€1.50m,End of loan
1,670861,9252,1071,"Jan 12, 2024",False,23/24,€1.50m,loan transfer
2,670861,2553,9252,"Jun 30, 2023",False,22/23,€300k,End of loan
3,670861,9252,2553,"Jan 30, 2023",False,22/23,€300k,loan transfer
4,670861,6922,9252,"Jul 1, 2022",False,22/23,,
5,670861,50906,6922,"Jul 1, 2020",False,20/21,,
0,234803,3008,31,"Jul 21, 2017",False,17/18,€7.00m,€9.00m
1,234803,1519,3008,"Jul 29, 2014",False,14/15,€600k,€3.60m
2,234803,3031,1519,"Jul 1, 2013",False,13/14,,free transfer
3,234803,19943,3031,"Jul 1, 2012",False,12/13,,
0,338070,683,31,"Aug 10, 2020",False,20/21,€9.00m,€13.00m
1,338070,403,683,"Jun 30, 2018",False,17/18,€850k,End of loan
2,338070,683,403,"Jul 1, 2017",False,17/18,€300k,loan transfer
3,338070,3426,683,"Jun 30, 2017",False,16/17,€300k,End of loan
4,338070,683,3426,"Jan 1, 2017",False,16/17,€250k,loan transfer
5,338070,7661,683,"Jul 1, 2015",False,15/16,€100k,
6,338070,17550,7661,"Jul 1, 2014",False,14/15,,€35k
0,314353,6922,31,"Jul 1, 2016",False,16/17,,
1,314353,50906,6922,"Jul 1, 2015",False,15/16,,
0,633652,355,31,"May 31, 2024",True,23/24,€4.00m,End of loan
1,633652,31,355,"Jan 29, 2024",False,23/24,€4.00m,loan transfer
2,633652,466,31,"Jan 15, 2024",False,23/24,€4.00m,End of loan
3,633652,31,466,"Jul 1, 2023",False,23/24,€5.00m,loan transfer
4,633652,370,31,"Jul 1, 2022",False,22/23,€5.00m,€4.90m
5,633652,6199,370,"Jul 1, 2021",False,21/22,€200k,
6,633652,67277,6199,"Jul 1, 2019",False,19/20,,
0,225693,31,8023,"Jul 31, 2023",False,23/24,€42.00m,€46.70m
1,225693,162,31,"Jul 1, 2018",False,18/19,€45.00m,€45.00m
2,225693,2425,162,"Jul 1, 2015",False,15/16,€8.00m,€6.00m
3,225693,162,2425,"Jun 30, 2015",False,14/15,€8.00m,End of loan
