,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,secondYellowCards,goals,id,assists
7,GB1,11,2021,Premier League,27,10,,,2.331',1,,1,111455,2
8,CGB,11,2021,EFL Cup,3,,,,125',1,,,111455,
9,GB1,11,2020,Premier League,31,6,,,2.526',1,,1,111455,2
10,EL,11,2020,Europa League,10,1,,,846',,,,111455,
11,FAC,11,2020,FA Cup,2,,,,144',,,,111455,
12,CGB,11,2020,EFL Cup,1,1,,,90',,,,111455,
13,GBCS,11,2020,Community Shield,1,,,,90',,,,111455,
14,FAC,11,2019,FA Cup,6,1,,,453',,,,111455,
15,GB1,11,2019,Premier League,31,10,,,2.590',,,1,111455,2
16,EL,11,2019,Europa League,4,2,,,390',,,,111455,
17,EL,11,2018,Europa League,9,2,,,760',,,,111455,3
18,GB1,11,2018,Premier League,29,10,,,2.501',,,4,111455,2
19,FAC,11,2018,FA Cup,1,,,,90',,,,111455,
20,CGB,11,2018,EFL Cup,1,1,,,90',,,,111455,
21,GB1,11,2017,Premier League,38,10,,,3.266',,,1,111455,7
22,EL,11,2017,Europa League,6,1,,,494',,,1,111455,
23,CGB,11,2017,EFL Cup,3,1,,,270',,,1,111455,
24,GBCS,11,2017,Community Shield,1,,,,120',,,,111455,1
25,FAC,11,2016,FA Cup,5,4,,,451',,,,111455,1
26,GB1,11,2016,Premier League,32,5,,,2.486',2,,2,111455,2
27,CL,11,2016,Champions League,7,3,,,479',,,1,111455,
28,CGB,11,2016,EFL Cup,2,,,,137',,,1,111455,
29,L1,18,2015,Bundesliga,28,5,,,2.368',1,2,3,111455,1
30,DFB,18,2015,DFB-Pokal,3,1,,,267',,,,111455,
31,CL,18,2015,Champions League,5,1,,,450',,,,111455,1
32,L1,18,2014,Bundesliga,30,10,,,2.639',,1,2,111455,1
33,DFB,18,2014,DFB-Pokal,3,2,,,297',,,,111455,2
34,EL,18,2014,Europa League,7,2,,,588',,1,2,111455,1
35,ELQ,18,2014,Europa League Qualifying,2,,,,180',,,1,111455,1
36,L1,18,2013,Bundesliga,28,10,,,2.025',,1,,111455,1
37,DFB,18,2013,DFB-Pokal,1,,,,120',,,,111455,
38,L1,18,2012,Bundesliga,22,4,,,1.473',,,1,111455,
39,EL,18,2012,Europa League,7,,,,276',,,,111455,
40,DFB,18,2012,DFB-Pokal,2,,,,138',,,,111455,
41,CLQ,18,2012,Champions League Qu.,2,,,,180',,,,111455,
42,C1,26,2011,Super League,24,4,,,1.596',,,1,111455,1
43,SCC,26,2011,Swiss Cup,6,1,,,373',,,,111455,2
44,CL,26,2011,Champions League,8,2,,,681',,,,111455,
45,C1,26,2010,Super League,20,3,,,1.126',,,1,111455,3
46,SCC,26,2010,Swiss Cup,3,,,,300',,,,111455,1
47,EL,26,2010,Europa League,2,,,,166',,,,111455,
48,CL,26,2010,Champions League,2,,,,47',,,,111455,
49,CR2,5299,2010,1. Liga Gr. 2 (- 11/12),5,2,,,405',,,2,111455,
50,CLQ,26,2010,Champions League Qu.,2,,,,5',,,1,111455,
51,CR2,5299,2009,1. Liga Gr. 2 (- 11/12),22,6,,,1.698',,2,8,111455,
52,CH18,14322,2009,U18 Elite League,9,4,,,777',1,,3,111455,
53,CR2,5299,2008,1. Liga Gr. 2 (- 11/12),10,1,,,675',,,1,111455,
0,DFB,15,2023,DFB-Pokal,5,1,,,388',,,1,159088,1
1,L1,15,2023,Bundesliga,21,2,,,1.058',,,2,159088,1
2,EL,15,2023,Europa League,8,1,,,642',,,,159088,2
3,EL,15,2022,Europa League,6,2,,,566',,,,159088,
4,L1,15,2022,Bundesliga,29,8,,,2.410',,,2,159088,2
5,CL,15,2022,Champions League,5,4,,,409',,,1,159088,
6,DFB,15,2022,DFB-Pokal,1,,,,69',,,,159088,
7,L1,15,2021,Bundesliga,26,5,,,1.820',1,,4,159088,3
8,EL,15,2021,Europa League,5,2,,,325',,,3,159088,
9,DFB,15,2021,DFB-Pokal,1,,,,90',,,,159088,
10,DFB,89,2021,DFB-Pokal,1,1,,,90',,,,159088,
11,L1,89,2020,Bundesliga,29,5,,,2.529',1,,5,159088,2
12,DFB,89,2020,DFB-Pokal,2,,,,119',,,,159088,
13,L1,89,2019,Bundesliga,30,11,,,2.579',,1,1,159088,3
14,DFB,89,2019,DFB-Pokal,4,1,,,294',,,3,159088,1
15,L2,2036,2018,2. Bundesliga,25,4,,,1.714',,1,4,159088,3
16,DFB,2036,2018,DFB-Pokal,2,,,,180',,,,159088,
17,L3,108,2017,3. Liga,28,12,,,2.334',2,,4,159088,6
18,HEPO,108,2017,Hessenpokal,2,,,,180',,,1,159088,
19,DFB,108,2017,DFB-Pokal,2,,,,180',,,,159088,
20,HEPO,108,2016,Hessenpokal,4,3,,,393',,,,159088,
21,L3,108,2016,3. Liga,31,9,,,2.574',,1,3,159088,2
22,L3,129,2015,3. Liga,8,4,,,271',,,1,159088,
23,SAPO,129,2015,Sachsenpokal,3,1,,,181',,,,159088,
24,L3,129,2014,3. Liga,13,1,,,654',,,,159088,1
25,DFB,129,2014,DFB-Pokal,1,,,,54',,,,159088,
26,RLN4,45,2014,Regionalliga Northeast,14,5,,,775',,,8,159088,1
27,RLN4,45,2013,Regionalliga Northeast,22,5,,,1.196',,1,2,159088,
28,RLN4,45,2012,Regionalliga Northeast,16,1,,,1.088',1,,1,159088,
29,L2,44,2012,2. Bundesliga,,,,,,,,,159088,
30,DFBJ,2827,2012,DFB-Jun.-Pokal,2,,,,180',,,,159088,
31,AJ1,2827,2012,U19-BL N/NE,3,2,,,223',,,,159088,
32,AJ,2827,2011,U19-Bundesliga Endrunde,1,,,,77',,,,159088,
33,AJ1,2827,2011,U19-BL N/NE,15,7,,,1.236',1,,4,159088,
34,DFBJ,2827,2011,DFB-Jun.-Pokal,4,,,,186',,,3,159088,
35,BJ1,21066,2010,U17-BL N/NE,26,4,,,1.922',,,5,159088,2
0,L1,15,2023,Bundesliga,3,,,,13',,,,743395,1
1,AJ2,4713,2023,U19-Bundesliga West,3,,,,222',,1,,743395,
2,DFB,15,2023,DFB-Pokal,1,,,,14',,,,743395,
3,DFBJ,4713,2023,DFB-Pokal der Junioren,1,,,,90',,,,743395,
4,EL,15,2023,Europa League,2,,,,75',,,,743395,1
5,L1,15,2022,Bundesliga,1,,,,,,,,743395,
6,BE2,43560,2022,CPL,9,2,,,734',,,3,743395,1
7,BE1,2282,2022,JPL,2,,,,73',,,,743395,
8,BESC,2282,2022,Pro L. Supercup,1,,,,66',,,,743395,
9,BE1,2282,2021,JPL,14,2,,,445',,,,743395,
10,CCB,2282,2021,Croky Cup,3,,,,166',,,,743395,
11,CL,2282,2021,Champions League,3,,,,55',,,,743395,
12,BESC,2282,2021,Pro L. Supercup,1,,,,77',,,,743395,
13,EJPL,2282,2020,JPL Play-Offs I,1,,,,78',,,,743395,
14,BE2,43560,2020,1B Pro League,11,1,,,878',,,,743395,
0,DFB,15,2023,DFB-Pokal,3,1,,,243',,,2,401578,
1,L1,15,2023,Bundesliga,20,5,,,1.576',,,3,401578,3
2,EL,15,2023,Europa League,4,,,,238',,,,401578,1
3,L1,15,2022,Bundesliga,25,4,,,1.656',,,4,401578,2
4,EL,15,2022,Europa League,6,2,,,515',,,1,401578,
5,CL,15,2022,Champions League,2,2,,,89',,,,401578,
6,DFB,15,2022,DFB-Pokal,1,,,,21',,,,401578,
7,L1,15,2021,Bundesliga,23,2,,,1.094',,,2,401578,2
8,EL,15,2021,Europa League,7,1,,,376',,,1,401578,
9,DFB,15,2021,DFB-Pokal,2,,,,80',,,,401578,
10,L1,15,2020,Bundesliga,9,1,,,573',,,,401578,
11,EL,15,2020,Europa League,2,,,,164',,,,401578,1
12,DFB,15,2020,DFB-Pokal,2,1,,,62',,,,401578,
13,EL,15,2019,Europa League,2,,,,146',,,,401578,
14,L1,15,2019,Bundesliga,3,,,,177',,,,401578,
15,DFB,15,2019,DFB-Pokal,2,,,,110',,,,401578,
16,AR1N,209,2020,Superliga,15,3,,,1.071',1,,1,401578,1
17,ARCA,209,2019,Copa Argentina,6,,,,437',,,2,401578,
18,CLI,209,2019,Libertadores,9,2,,,690',1,,,401578,2
19,RECO,209,2019,Recopa Sudamericana,2,,,,116',,,,401578,
20,ARLC,209,2019,Copa Superliga,4,,,,258',,,,401578,
21,AR1N,209,2019,Superliga,14,2,,,919',,,1,401578,4
22,KLUB,209,2018,Club World Cup,2,,,,100',,,,401578,
23,CLI,209,2018,Libertadores,11,1,,,800',,,1,401578,
24,ARCA,209,2018,Copa Argentina,3,,,,270',,,2,401578,1
25,AR1N,209,2018,Superliga,9,1,,,549',,,2,401578,2
26,CLI,209,2017,Libertadores,1,,,,7',,,,401578,
27,ARCA,209,2017,Copa Argentina,1,,,,47',,,1,401578,
28,AR1N,209,2017,Primera División,8,1,,,143',,,,401578,1
29,AR1N,209,2016,Primera División,1,,,,26',,,,401578,
30,AR1N,209,2015,Primera División,1,,,,44',,,,401578,
0,L1,15,2023,Bundesliga,5,,,,22',,,,936981,
1,EL,15,2023,Europa League,3,,,,188',,,,936981,
2,DFB,15,2023,DFB-Pokal,,,,,,,,,936981,
3,L2,4,2022,2. Bundesliga,,,,,,,,,936981,
4,CO22,20466,2022,Torneo DIMAYOR II,10,5,,,809',,,1,936981,2
5,CO2P,20466,2021,Fase Final TBD,2,,,,174',,,1,936981,
6,CO2T,20466,2022,Torneo DIMAYOR,10,,,,764',,,1,936981,
7,COPO,20466,2022,Copa Colombia,1,1,,,85',,,,936981,
8,CO22,20466,2021,Torneo DIMAYOR II,8,2,,,474',,,,936981,
0,DFB,15,2023,DFB-Pokal,5,1,,,365',,,2,484547,3
1,L1,15,2023,Bundesliga,25,5,,,1.948',,,8,484547,8
2,EL,15,2023,Europa League,5,,,,271',,,2,484547,
3,L1,15,2022,Bundesliga,34,4,,,2.721',,,8,484547,7
4,EL,15,2022,Europa League,8,,,,704',,,1,484547,2
5,CL,15,2022,Champions League,5,,,,375',,1,,484547,2
6,DFB,15,2022,DFB-Pokal,1,,,,76',,,,484547,
7,L1,15,2021,Bundesliga,25,6,,,2.062',,,1,484547,6
8,EL,15,2021,Europa League,7,,,,547',,,,484547,2
9,DFB,15,2021,DFB-Pokal,2,1,,,178',,,1,484547,
10,L1,15,2020,Bundesliga,10,1,,,433',,,,484547,
11,EL,15,2020,Europa League,2,,,,168',,,,484547,1
12,DFB,15,2020,DFB-Pokal,1,,,,6',,,,484547,
13,SC1,371,2020,Premiership,22,,,,1.675',,,1,484547,2
14,EL,371,2020,Europa League,5,,,,390',,,,484547,2
15,ELQ,371,2020,Europa League Qualifying,2,1,,,146',,,,484547,1
16,CLQ,371,2020,Champions League Qu.,1,,,,12',,,,484547,
17,SFA,371,2019,SFA Cup,3,1,,,217',,,,484547,
18,SC1,371,2019,Premiership,14,2,,,1.109',,,2,484547,3
19,EL,371,2019,Europa League,1,,,,84',,,,484547,
20,SCP,371,2019,Betfred Cup,3,1,,,232',1,,,484547,
21,GB21,9265,2019,Premier League 2,3,1,,,270',,,,484547,1
22,GB21,9265,2018,Premier League 2,14,1,,,1.135',1,,2,484547,1
23,FAYC,6930,2018,FA Youth Cup,6,,,,539',,,1,484547,1
24,GB18,6930,2018,U18 Premier League,1,,,,29',,,,484547,1
25,GBFL,9265,2018,EFL Trophy,4,1,,,381',,,,484547,
26,19YL,41593,2018,UEFA Youth League,6,3,,,406',,,,484547,
27,GB18,6930,2017,U18 Premier League,18,,,,1.394',,,,484547,3
28,19YL,41593,2017,UEFA Youth League,,,,,,,,,484547,
29,18GB,6930,2016,U18 PL - Final Stage,3,,,,270',,,,484547,
30,FAYC,6930,2016,FA Youth Cup,1,,,,90',,,,484547,
31,GB18,6930,2016,U18 Premier League,12,,,,1.004',,,,484547,
0,DFB,15,2023,DFB-Pokal,5,,,,296',,,3,598577,4
1,L1,15,2023,Bundesliga,27,3,,,2.186',,,7,598577,10
2,EL,15,2023,Europa League,6,2,,,361',,,3,598577,4
3,L1,15,2022,Bundesliga,17,4,,,1.090',,,1,598577,6
4,EL,15,2022,Europa League,8,2,,,725',,,3,598577,2
5,L1,15,2021,Bundesliga,24,2,,,1.863',,,7,598577,10
6,EL,15,2021,Europa League,6,1,,,438',,,3,598577,4
7,DFB,15,2021,DFB-Pokal,1,,,,26',,,,598577,
8,L1,15,2020,Bundesliga,29,1,,,2.228',,,5,598577,6
9,EL,15,2020,Europa League,7,,,,438',,,2,598577,2
10,DFB,15,2020,DFB-Pokal,2,,,,164',,,1,598577,
11,EL,15,2019,Europa League,1,,,,68',,,,598577,
12,DFB,15,2019,DFB-Pokal,1,,,,45',,,,598577,
13,L1,15,2019,Bundesliga,7,,,,365',,,1,598577,
14,AJ2,4713,2019,U19-Bundesliga West,4,,,,340',,,2,598577,3
15,BJ2,21048,2019,U17-Bundesliga West,10,1,,,722',,,8,598577,1
16,BJ,21048,2018,U17-Bundesliga Endrunde,3,,,,240',,,1,598577,1
17,BJ2,21048,2018,U17-Bundesliga West,11,1,,,904',,,3,598577,1
0,DFB,15,2023,DFB-Pokal,4,,,,224',,,1,7161,
1,L1,15,2023,Bundesliga,26,3,,,1.763',,,5,7161,8
2,EL,15,2023,Europa League,6,1,,,175',,,1,7161,1
3,L1,18,2022,Bundesliga,31,2,,,2.693',,,12,7161,10
4,DFB,18,2022,DFB-Pokal,2,,,,121',,,2,7161,2
5,L1,18,2021,Bundesliga,26,1,,,2.081',,,12,7161,5
6,DFB,18,2021,DFB-Pokal,2,,,,73',,,,7161,1
7,L1,18,2020,Bundesliga,24,1,,,1.825',,,6,7161,11
8,CL,18,2020,Champions League,5,,,,432',,,1,7161,1
9,DFB,18,2020,DFB-Pokal,4,,,,287',,,1,7161,1
10,L1,18,2019,Bundesliga,24,3,,,1.632',,,5,7161,3
11,EL,18,2019,Europa League,3,,,,180',,,,7161,
12,DFB,18,2019,DFB-Pokal,2,,,,132',,,,7161,
13,L1,18,2018,Bundesliga,27,2,,,1.914',,,5,7161,5
14,DFB,18,2018,DFB-Pokal,2,,,,165',,,1,7161,3
15,L1,18,2017,Bundesliga,23,,,,1.028',,,,7161,5
16,DFB,18,2017,DFB-Pokal,2,,,,48',,,1,7161,
17,L1,18,2016,Bundesliga,21,,,,1.383',,,,7161,1
18,DFB,18,2016,DFB-Pokal,3,,,,277',,,1,7161,1
19,EL,18,2016,Europa League,3,,,,231',,,1,7161,2
20,CL,18,2016,Champions League,2,,,,139',,,,7161,
21,CLQ,18,2016,Champions League Qu.,,,,,,,,,7161,
22,L1,18,2015,Bundesliga,8,,,,214',,,,7161,
23,L1,16,2015,Bundesliga,7,,,,287',,,1,7161,2
24,DFB,16,2015,DFB-Pokal,1,,,,27',,,,7161,
25,EL,16,2015,Europa League,3,,,,248',,,,7161,
26,ELQ,16,2015,Europa League Qualifying,3,,,,169',,,1,7161,2
27,L1,39,2014,Bundesliga,10,1,,,621',,,3,7161,
28,L1,16,2014,Bundesliga,2,,,,18',,,,7161,
29,DFB,16,2014,DFB-Pokal,,,,,,,,,7161,
30,DFL,16,2014,DFL-Supercup,1,,,,90',,,,7161,
31,DFB,16,2013,DFB-Pokal,5,,,,165',,,1,7161,4
32,L1,16,2013,Bundesliga,26,1,,,669',,,2,7161,6
33,CL,16,2013,Champions League,8,,,,116',,,,7161,
34,L3,17,2013,3. Liga,1,1,,,90',,,,7161,
35,DFL,16,2013,DFL-Supercup,,,,,,,,,7161,
36,L3,17,2012,3. Liga,35,6,,,2.897',,,5,7161,5
37,L1,16,2012,Bundesliga,3,,,,170',,,,7161,1
38,RL3,17,2011,RL West,35,4,,,2.672',,,10,7161,11
39,RL2,983,2010,Regionalliga Süd,5,,,,316',,,2,7161,1
40,AJ3,8925,2010,U19-Bundesliga S/SW,19,1,,,1.521',,,8,7161,1
41,DFBJ,8925,2010,DFB-Jun.-Pokal,2,,,,180',,,1,7161,
42,AJ3,8925,2009,U19-Bundesliga S/SW,22,4,,,1.805',,,7,7161,
43,DFBJ,8925,2009,DFB-Jun.-Pokal,3,,,,113',,,1,7161,
44,BJ3,21082,2008,U17-Bundesliga South/Southwest,25,1,,,2.063',,,6,7161,1
0,EL,15,2023,Europa League,1,,,,2',,,,696027,
1,DFB,15,2023,DFB-Pokal,,,,,,,,,696027,
2,L1,15,2022,Bundesliga,,,,,,,,,696027,
3,19S2,4713,2022,U19-Sonderspielrunde Hauptr.,3,1,,,194',,,1,696027,
4,EL,15,2022,Europa League,,,,,,,,,696027,
5,19S1,4713,2022,U19-Sonderspielrunde Vorr.,1,,,,44',,,,696027,
6,AJ2,4713,2022,U19-Bundesliga West,8,1,,,620',1,,2,696027,
7,19YL,4713,2022,UEFA Youth League,2,,,,109',,,,696027,
8,19YL,41569,2022,UEFA Youth League,5,1,,,302',,,,696027,1
9,DFBJ,4713,2022,DFB-Pokal der Junioren,2,1,,,165',,,,696027,
10,AJ2,4713,2021,U19-Bundesliga West,15,5,,,1.326',,,2,696027,6
11,DFBJ,4713,2021,DFB-Pokal der Junioren,2,1,,,118',,,,696027,
12,ALPW,4713,2021,U19 Ligapokal West,3,,,,160',,,2,696027,
13,BJ2,21054,2020,U17-Bundesliga West,3,,,,270',,,2,696027,
14,BJ2,21054,2019,U17-Bundesliga West,18,,,,1.208',,,2,696027,7
0,DFB,15,2023,DFB-Pokal,5,,,,346',,,5,532776,4
1,L1,15,2023,Bundesliga,18,3,,,613',,,2,532776,5
2,EL,15,2023,Europa League,8,,,,626',,,1,532776,2
3,L1,15,2022,Bundesliga,26,2,,,1.439',2,,5,532776,5
4,EL,15,2022,Europa League,8,1,,,278',,,2,532776,1
5,CL,15,2022,Champions League,4,,,,118',,,,532776,
6,L1,15,2021,Bundesliga,25,3,,,1.255',,,3,532776,2
7,EL,15,2021,Europa League,8,1,,,498',,,1,532776,1
8,DFB,15,2021,DFB-Pokal,1,,,,90',,,,532776,1
9,FR2,415,2021,Ligue 2,1,,,,90',1,,,532776,
10,FRR1,415,2020,Rel. Ligue 1,3,1,,,261',,,,532776,1
11,FR2,415,2020,Ligue 2,33,5,,,2.519',1,,8,532776,7
12,FRC,415,2020,Coupe de France,,,,,,,,,532776,
13,FR1,415,2019,Ligue 1,4,1,,,42',,,,532776,
14,C3OC,9371,2019,N3 - Occitanie,9,1,,,747',,,1,532776,
15,FRC,415,2019,Coupe de France,1,,,,90',,,,532776,
16,FRL,415,2019,Coupe de la Ligue,1,,,,13',,,,532776,
17,FRYC,9372,2018,Coupe Gambardella,1,,,,83',,,,532776,
0,DFB,15,2023,DFB-Pokal,3,,,,89',,,,340322,
1,L1,15,2023,Bundesliga,18,,,,446',,,5,340322,2
2,EL,15,2023,Europa League,7,,,,480',,,1,340322,1
3,GB2,180,2023,Championship,3,2,,,270',,,1,340322,1
4,GB2,1132,2022,Championship,39,4,,,2.508',,,17,340322,5
5,FAC,1132,2022,FA Cup,5,,,,291',,,2,340322,
6,CGB,1132,2022,EFL Cup,1,,,,44',,,,340322,
7,GB1,180,2021,Premier League,14,2,,,809',,,,340322,1
8,GB21,36546,2021,Premier League 2,2,1,,,139',,,1,340322,
9,FAC,180,2021,FA Cup,1,,,,77',,,,340322,1
10,CGB,180,2021,EFL Cup,3,,,,183',,,1,340322,1
11,GB1,180,2020,Premier League,18,2,,,741',,,1,340322,1
12,GB21,36546,2020,Premier League 2,4,,,,332',,,4,340322,2
13,FAC,180,2020,FA Cup,3,,,,13',,,,340322,1
14,GBFL,36546,2020,EFL Trophy,1,,,,90',,,,340322,
15,CGB,180,2020,EFL Cup,1,,,,84',,,,340322,
16,GB1,180,2019,Premier League,1,,,,2',,,,340322,
17,GB21,36546,2019,Premier League 2,2,,,,40',,,,340322,1
18,GB21,36546,2018,Premier League 2,15,3,,,807',,,1,340322,2
19,GBFL,36546,2018,EFL Trophy,3,1,,,206',,,,340322,
20,GB21,36546,2017,Premier League 2,15,,,,856',,,5,340322,2
21,GBFL,36546,2017,EFL Trophy,2,,,,76',,,,340322,
22,18GB,6893,2016,U18 PL - Final Stage,2,,,,155',,,,340322,
23,GB21,36546,2016,Premier League 2,2,,,,114',,1,1,340322,
24,GB18,6898,2016,U18 Premier League,1,,,,71',,,1,340322,
25,GB18,11994,2016,U18 Premier League,1,,,,68',,,,340322,
26,GB18,5679,2016,U18 Premier League,9,1,,,538',,,1,340322,1
0,DFB,15,2023,DFB-Pokal,3,,,,175',,,2,656681,
1,L1,15,2023,Bundesliga,16,2,,,1.286',,,10,656681,8
2,EL,15,2023,Europa League,5,1,,,275',,,4,656681,1
3,EJPL,3948,2022,JPL Champions PO,6,,,,431',,,2,656681,2
4,BE1,3948,2022,JPL,31,2,,,2.236',,,7,656681,7
5,EL,3948,2022,Europa League,10,,,,778',,,6,656681,2
6,CCB,3948,2022,Croky Cup,4,,,,331',,,2,656681,1
7,CLQ,501,2022,Champions League Qu.,4,,,,235',,,5,656681,
8,NO1,501,2022,Eliteserien,15,,,,621',,1,6,656681,1
9,NOPO,501,2022,NM-Cup,2,1,,,118',,,2,656681,2
10,UCOL,501,2021,Conference League,6,,,,123',,,,656681,
11,NOPO,501,2021,NM-Cup,3,,,,84',,,1,656681,
12,NO1,501,2021,Eliteserien,1,,,,1',,,,656681,
13,ELQ,501,2020,Europa League Qualifying,3,,,,179',,,2,656681,2
14,NO1,501,2020,Eliteserien,24,5,,,824',,,6,656681,3
15,NO1,501,2019,Eliteserien,8,1,,,366',,,1,656681,
0,DFB,15,2023,DFB-Pokal,3,,,,145',,,1,242086,1
1,L1,15,2023,Bundesliga,14,1,,,798',,,5,242086,1
2,EL,15,2023,Europa League,5,1,,,154',,,5,242086,
3,EL,15,2022,Europa League,3,,,,53',,,,242086,
4,L1,15,2022,Bundesliga,14,,,,941',,,3,242086,1
5,CL,15,2022,Champions League,5,,,,448',,,,242086,
6,DFB,15,2022,DFB-Pokal,1,,,,90',,,1,242086,
7,L1,15,2021,Bundesliga,27,,,,2.096',,,24,242086,5
8,EL,15,2021,Europa League,3,,,,60',,,,242086,
9,DFB,15,2021,DFB-Pokal,1,,,,73',,,,242086,
10,L1,15,2020,Bundesliga,29,4,,,1.865',,,9,242086,2
11,EL,15,2020,Europa League,5,1,,,338',,,3,242086,
12,DFB,15,2020,DFB-Pokal,2,,,,89',,,1,242086,
13,CL,23826,2019,Champions League,5,,,,238',,,,242086,1
14,L1,23826,2019,Bundesliga,22,3,,,1.300',,,10,242086,2
15,DFB,23826,2019,DFB-Pokal,1,,,,90',,,,242086,
16,IT1,12,2019,Serie A,,,,,,,,,242086,
17,IT1,12,2018,Serie A,24,4,,,1.315',,,3,242086,2
18,CL,12,2018,Champions League,6,1,,,250',,,,242086,
19,CIT,12,2018,Italy Cup,2,,,,180',,,2,242086,1
20,IT1,12,2017,Serie A,22,,,,984',,,2,242086,
21,CL,12,2017,Champions League,3,,,,207',,,,242086,
22,CIT,12,2017,Italy Cup,1,,,,90',,,1,242086,
23,IT1,1038,2016,Serie A,32,2,,,1.504',,,11,242086,4
24,CIT,1038,2016,Italy Cup,3,,,,149',,,2,242086,
25,TS1,715,2015,Synot Liga,27,2,,,1.925',,,8,242086,1
26,TSP,715,2015,MOL Cup,2,,,,180',,,1,242086,
27,CZ21,37465,2015,Juniorska liga,1,,,,90',,,,242086,
28,EL,197,2014,Europa League,2,,,,15',,,,242086,
29,TSP,197,2014,Pohar FACR,3,,,,74',,,1,242086,
30,TS1,197,2014,Synot Liga,2,,,,22',,,,242086,
31,TS1,197,2013,Gambrinus Liga,2,1,,,15',,,,242086,
32,TSP,197,2013,Pohar C. posty,1,,,,16',,,,242086,
0,DFB,15,2023,DFB-Pokal,3,2,,,110',,,3,552057,1
1,L1,15,2023,Bundesliga,21,1,,,322',,,2,552057,
2,EL,15,2023,Europa League,7,,,,350',,,2,552057,1
3,L1,15,2022,Bundesliga,29,2,,,1.286',,,5,552057,4
4,EL,15,2022,Europa League,8,,,,367',,,1,552057,1
5,CL,15,2022,Champions League,6,,,,275',,,,552057,1
6,DFB,15,2022,DFB-Pokal,1,,,,69',,,1,552057,
7,TSP,197,2021,MOL Cup,3,,,,298',,,1,552057,
8,T1MR,197,2021,Fortuna Liga Champ. Gr.,4,,,,286',,,1,552057,1
9,TS1,197,2021,Fortuna Liga,29,2,,,2.496',,,8,552057,13
10,UCOL,197,2021,Conference League,2,1,,,180',,,1,552057,
11,EL,197,2021,Europa League,5,,,,445',,,1,552057,
12,CLQ,197,2021,Champions League Qu.,4,,,,337',,,,552057,1
13,TS1,197,2020,Fortuna Liga,19,,,,1.514',,,15,552057,8
14,TSP,197,2020,MOL Cup,3,,,,264',,,,552057,
15,EL,197,2020,Europa League,1,,,,44',,,,552057,1
16,T1MR,197,2019,Fortuna Liga Champ. Gr.,5,,,,284',,,3,552057,
17,TSP,197,2019,MOL Cup,4,1,,,329',,,1,552057,1
18,TS1,197,2019,Fortuna Liga,29,1,,,2.451',,,4,552057,8
19,ELQ,197,2019,Europa League Qualifying,1,,,,90',,,1,552057,
20,T1MR,197,2018,Fortuna Liga Champ. Gr.,5,,,,450',,,1,552057,2
21,TS1,197,2018,Fortuna Liga,14,,,,871',,,2,552057,1
22,TSP,197,2018,MOL Cup,4,,,,223',,,1,552057,
23,CZ19,12795,2018,1. Dorostenecka liga,11,,,,863',,,8,552057,
0,L1,3,2023,Bundesliga,27,,48,3,2.430',,,,160929,
1,DFB,3,2023,DFB-Pokal,2,,4,,210',,,,160929,
2,L1,3,2022,Bundesliga,34,1,54,6,3.060',,,,160929,
3,UCOL,3,2022,Conference League,6,,8,1,540',,,,160929,
4,ECLQ,3,2022,UECL Qualifiers,2,,2,1,180',,,,160929,
5,DFB,3,2022,DFB-Pokal,,,,,,,,,160929,
6,L1,3,2021,Bundesliga,21,1,28,3,1.890',,,,160929,
7,DFB,3,2021,DFB-Pokal,3,,2,1,330',,,,160929,
8,DKMR,206,2020,Superliga Championship round,10,1,14,3,900',,,,160929,
9,DK1,206,2020,Superliga,22,1,24,5,1.980',,,,160929,
10,DKP,206,2020,Oddset Pokalen,1,,2,,120',,,,160929,
11,DKMR,206,2019,Superliga Championship round,10,,5,6,900',,,,160929,
12,DK1,206,2019,Superliga,26,,37,7,2.340',,,,160929,
13,DKP,206,2019,Oddset Pokalen,2,,3,,210',,,,160929,
14,ELQ,206,2019,Europa League Qualifying,6,,13,,570',,,,160929,
15,DKPL,206,2018,Superligaen Playoffs,1,,2,,90',,,,160929,
16,DKMR,206,2018,Superliga Championship round,10,1,12,2,900',,,,160929,
17,DKP,206,2018,Oddset Pokalen,3,,1,2,300',,,,160929,
18,DK1,206,2018,Superliga,26,,39,5,2.266',,,,160929,
19,ELQ,206,2018,Europa League Qualifying,4,,10,1,360',,,,160929,
20,L2,129,2017,2. Bundesliga,25,,37,7,2.250',,,,160929,
21,DFB,129,2017,DFB-Pokal,1,,3,,90',,,,160929,
22,L2,129,2016,2. Bundesliga,33,1,45,9,2.970',,,,160929,
23,DFB,129,2016,DFB-Pokal,2,,3,,210',,,,160929,
24,L3,81,2015,3. Liga,38,,41,16,3.420',,,,160929,
25,NDSP,81,2015,NDS-Pokal,3,,1,2,270',,,,160929,
26,DFB,81,2015,DFB-Pokal,1,,2,,90',,,,160929,
27,RLSW,983,2014,Regionalliga Südwest,23,,38,4,2.070',,,,160929,
28,L1,533,2014,Bundesliga,,,,,,,,,160929,
29,AJ,8925,2013,U19-Bundesliga Endrunde,3,,,3,270',,,,160929,
30,AJ3,8925,2013,U19-Bundesliga S/SW,10,,8,4,900',,,,160929,
31,RLSW,983,2013,Regionalliga Südwest,17,,18,7,1.520',,,,160929,
32,AJ3,5372,2012,U19-Bundesliga S/SW,18,1,39,2,1.620',,,,160929,
