,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,assists,goals,redCards,secondYellowCards
7,ES1,1049,2022,LaLiga,,,,,,417575,,,,
8,ES1,1049,2021,LaLiga,28,1,,,1.197',417575,,,,1
9,CDR,1049,2021,Copa del Rey,6,2,,,308',417575,1,,,
10,ES1,1049,2020,LaLiga,31,6,,,2.191',417575,1,1,,
11,CDR,1049,2020,Copa del Rey,4,,,,271',417575,,1,,
12,PO1,3329,2019,Liga NOS,33,4,,,2.419',417575,1,3,,
13,POPO,3329,2019,Taça de Portugal,6,1,,,526',417575,1,,,
14,ES2,648,2018,LaLiga 1|2|3,16,7,,,1.339',417575,1,1,,
15,CDR,1049,2018,Copa del Rey,1,,,,69',417575,,,,
16,ES1,1049,2018,LaLiga,,,,,,417575,,,,
17,ES3C,6182,2018,2ª B - Grupo III,15,4,,,1.292',417575,,1,,
18,SER1,159,2017,Super liga,22,5,,,1.453',417575,2,3,,
19,EL,159,2017,Europa League,6,,,,25',417575,,,,
20,SERP,159,2017,Kup Srbije,2,,,,138',417575,,,,
21,ELQ,159,2017,Europa League Qualifying,4,,,,110',417575,,,,
22,SERP,159,2016,Kup Srbije,2,,,,17',417575,,,,
23,SER1,159,2016,Super liga,8,,,,293',417575,,,,
24,SER1,159,2015,Super liga,1,,,,11',417575,,,,
0,IT1,6574,2023,Serie A,25,6,,,2.095',552549,2,2,,
1,CIT,6574,2023,Italy Cup,1,,,,120',552549,1,,,
2,IT1,6574,2022,Serie A,30,4,,,1.950',552549,1,4,,
3,CIT,6574,2022,Italy Cup,1,,,,45',552549,,,,
4,IT1,6574,2021,Serie A,25,3,,,1.066',552549,1,,,
5,CIT,6574,2021,Italy Cup,1,1,,,31',552549,,,,
6,BRA1,210,2021,Série A,8,3,,,638',552549,1,1,,
7,RS2f,210,2021,Gauchão - Fase Final,4,1,,,296',552549,,1,,
8,CS,210,2021,Copa Sudamericana,3,,,,246',552549,,1,,
9,BRRS,210,2021,Campeonato Gaúcho,4,1,,,358',552549,,,,
10,CLI,210,2021,Libertadores,3,1,,,250',552549,,,,
11,BRC,210,2020,Copa do Brasil,8,2,,,698',552549,,,,
12,BRA1,210,2020,Série A,29,7,,,2.439',552549,1,2,,1
13,CLI,210,2020,Libertadores,8,2,,,693',552549,,1,,
14,RSFF,210,2020,Campeonato Gaúcho - Final,1,1,,,90',552549,,,,
15,RS2f,210,2020,Gauchão - Fase Final,4,2,,,315',552549,,,,
16,BRga,210,2020,Gauchão - 2º Turno,3,1,,,270',552549,,,,
17,BRA1,210,2019,Série A,20,9,,,1.766',552549,1,,,
18,CLI,210,2019,Libertadores,9,4,,,745',552549,,,,
19,BRC,210,2019,Copa do Brasil,5,2,,,480',552549,1,,,
20,RS2f,210,2019,Gauchão - Fase Final,5,,,,480',552549,1,,,
21,BRRS,210,2019,Campeonato Gaúcho,7,2,,,547',552549,,1,,
22,BRA1,210,2018,Série A,12,3,,,755',552549,,2,,
23,CLI,210,2018,Libertadores,1,,,,90',552549,,,,
24,BRC,210,2018,Copa do Brasil,,,,,,552549,,,,
25,BRRS,210,2018,Campeonato Gaúcho,4,1,,,349',552549,,2,,
26,BRA1,210,2017,Série A,1,,,,15',552549,,,,
0,IT1,6574,2023,Serie A,2,,,,81',101213,,,,
1,IT1,6574,2022,Serie A,17,2,,,879',101213,1,,,
2,CIT,6574,2022,Italy Cup,,,,,,101213,,,,
3,IT1,6574,2020,Serie A,33,4,,,1.465',101213,1,,1,
4,CIT,6574,2020,Italy Cup,1,,,,90',101213,,,,
5,IT1,6574,2019,Serie A,25,10,,,1.669',101213,1,1,,
6,CIT,6574,2019,Italy Cup,2,1,,,180',101213,,,,
7,GB1,379,2018,Premier League,24,,,,1.121',101213,1,,,
8,FAC,379,2018,FA Cup,2,,,,135',101213,,,,
9,CGB,379,2018,EFL Cup,3,1,,,148',101213,,,,
10,GB1,379,2017,Premier League,21,3,,,1.563',101213,,2,,
11,FAC,379,2017,FA Cup,3,,,,246',101213,,,,
12,CGB,379,2017,EFL Cup,3,,,,193',101213,,,,
13,GB1,379,2016,Premier League,22,7,,,1.766',101213,1,1,,
14,FAC,379,2016,FA Cup,1,,,,90',101213,,,,
15,CGB,379,2016,EFL Cup,3,1,,,270',101213,,,,
16,ELQ,379,2016,Europa League Qualifying,4,,,,281',101213,,,,
17,GB1,379,2015,Premier League,24,2,,,1.078',101213,1,,,
18,FAC,379,2015,FA Cup,5,,,,396',101213,,,,
19,GB21,9267,2015,U21 PL,2,,,,135',101213,,,,
20,CGB,379,2015,League Cup,1,1,,,113',101213,,,,
21,IT1,1038,2014,Serie A,34,12,,,2.763',101213,1,3,,
22,CIT,1038,2014,Italy Cup,2,,,,155',101213,,,,
23,IT1,1038,2013,Serie A,27,7,,,2.117',101213,,,,
24,CIT,1038,2013,Italy Cup,2,1,,,180',101213,,,,
25,IT1,1038,2012,Serie A,34,6,,,2.897',101213,6,1,,
26,CIT,1038,2012,Italy Cup,1,,,,120',101213,,,,
27,POSB,1038,2011,Serie B Play-off,4,1,,,345',101213,,,,
28,IT2,1038,2011,Serie B,29,9,,,2.454',101213,3,,,
29,CIT,1038,2011,Italy Cup,1,1,,,40',101213,,,,
30,ITJ1,12001,2010,Primavera A,11,2,,,947',101213,,,,
31,IT1,1038,2010,Serie A,4,,,,104',101213,,,,
32,TDV,12001,2010,Viareggio Cup,2,,,,210',101213,,,,
33,EL,1038,2010,Europa League,1,,,,72',101213,,,,
34,ITJE,12001,2009,Primavera Fase Finale,4,,,,390',101213,,,,
35,ITJ1,12001,2009,Primavera A,23,,,,1.937',101213,,2,,1
36,TDV,12001,2009,Viareggio Cup,2,,,,180',101213,,,,
37,ITJ1,12001,2008,Primavera A,6,,,,122',101213,,,,
38,TDV,12001,2008,Viareggio Cup,3,,,,175',101213,,,,
39,IT1,1038,2008,Serie A,,,,,,101213,,,,
0,IT1,6574,2023,Serie A,27,5,,,1.921',564785,,5,,
1,CIT,6574,2023,Italy Cup,2,,,,59',564785,,,,
2,IT1,6574,2022,Serie A,31,5,,,1.127',564785,1,2,,
3,CIT,6574,2022,Italy Cup,1,,,,64',564785,,,,
4,POBE,1184,2021,JPL Playoff II,6,,,,364',564785,1,1,,
5,BE1,1184,2021,JPL,29,4,,,2.131',564785,2,5,1,
6,EL,1184,2021,Europa League,6,2,,,437',564785,,,,
7,CCB,1184,2021,Croky Cup,2,,,,179',564785,,1,,
8,CLQ,1184,2021,Champions League Qu.,2,1,,,85',564785,,,,
9,EJPL,1184,2020,JPL Play-Offs I,6,,,,499',564785,1,4,,
10,CCB,1184,2020,Croky Cup,4,2,,,318',564785,,2,,
11,BE1,1184,2020,JPL,24,4,,,1.528',564785,2,3,,
12,BE1,1184,2019,JPL,8,,,,440',564785,,1,,
13,NOPO,239,2019,NM-Cup,6,1,,,507',564785,,3,,
14,NO1,239,2019,Eliteserien,26,4,,,1.881',564785,3,10,,
15,NO2,239,2018,OBOS-ligaen,24,4,,,1.609',564785,4,9,,
16,NOPO,239,2018,NM-Cup,1,1,,,90',564785,,,,
0,IT1,6574,2023,Serie A,25,,,,1.198',390177,2,2,,
1,CIT,6574,2023,Italy Cup,3,,,,185',390177,,1,,
2,IT1,6574,2022,Serie A,18,,,,813',390177,1,1,,
3,IT1,749,2022,Serie A,19,1,,,934',390177,1,1,,
4,CIT,749,2022,Italy Cup,1,,,,83',390177,,,,
5,IT1,749,2021,Serie A,35,3,,,2.060',390177,7,6,,
6,CIT,749,2021,Italy Cup,3,,,,223',390177,,3,,
7,IT2,749,2020,Serie B,36,2,,,2.157',390177,8,5,,
8,CIT,749,2020,Italy Cup,3,,,,239',390177,2,2,,
9,POSB,749,2019,Serie B Play-off,1,,,,67',390177,,,,
10,IT2,749,2019,Serie B,28,1,,,1.923',390177,4,5,,
11,CIT,749,2019,Italy Cup,1,,,,90',390177,,,,
12,C1,504,2018,Super League,33,4,,,2.711',390177,2,3,,
13,SCC,504,2018,Schweizer Cup,2,,,,134',390177,1,,,
14,C1,504,2017,Super League,29,,,,2.085',390177,3,3,,
15,CHC2,5502,2017,1. Liga Gr. 2,1,,,,44',390177,,,,
16,SCC,504,2017,Schweizer Cup,4,,,,365',390177,,,,
17,C1,504,2016,Super League,7,1,,,238',390177,,,,
18,CHC3,5502,2016,1. Liga Gr. 3,12,,,,904',390177,,4,,
19,CH18,14543,2016,U18 Elite League,5,2,,,450',390177,,2,,
20,CHUC,14543,2016,Schweizer Cup 18,2,1,,,209',390177,,2,,
21,CH18,14543,2015,U18 Elite League,23,5,,,2.016',390177,,9,,
22,C18E,14543,2015,U18 Playoffs,2,2,,,210',390177,,1,,
23,CHUC,14543,2015,Schweizer Cup 18,4,1,,,393',390177,,2,,
24,CHC3,5502,2015,1. Liga Gr. 3,1,,,,18',390177,,,,
25,C18E,14543,2014,U18 Playoffs,2,,,,25',390177,,1,,
26,CH18,14543,2014,U18 Elite League,16,2,,,1.381',390177,,6,,
27,CHUC,14543,2014,Schweizer Cup 18,2,,,,85',390177,,,,
0,IT1,6574,2023,Serie A,17,,,,400',746891,,1,,
1,CIT,6574,2023,Italy Cup,3,2,,,193',746891,1,,,
2,IT1,12,2022,Serie A,7,,,,223',746891,1,1,,
3,EL,12,2022,Europa League,3,1,,,126',746891,,,,
4,CITP,11997,2022,Coppa Primavera,1,,,,88',746891,,,,
5,CIT,12,2022,Italy Cup,1,,,,45',746891,,,,
6,IJ1,11997,2022,Primavera 1,2,,,,135',746891,,1,,
7,ITJE,11997,2021,Primavera Fase Finale,2,,,,151',746891,1,,,
8,IT1,12,2021,Serie A,3,,,,35',746891,,1,,
9,IJ1,11997,2021,Primavera 1,28,,,,1.810',746891,4,11,,2
10,CITP,11997,2021,Coppa Primavera,2,,,,180',746891,,,,
11,CIT,12,2021,Italy Cup,,,,,,746891,,,,
12,IT18,76094,2020,Under 18 - Finals,2,,,,180',746891,1,1,,
13,ITJ7,76094,2020,Under 18,15,2,,,678',746891,1,4,,
14,IJ1,11997,2020,Primavera 1,2,,,,36',746891,,,,
15,ITJ6,49576,2019,Under 17 - C,2,,,,144',746891,2,,,
0,IT1,6574,2023,Serie A,31,4,,,2.479',579930,5,2,,
1,CIT,6574,2023,Italy Cup,3,,,,152',579930,,,,
2,IT1,6574,2022,Serie A,28,8,,,2.190',579930,6,7,,1
3,FR1,1158,2022,Ligue 1,3,,,,269',579930,1,1,,
4,FR1,1158,2021,Ligue 1,35,5,,,2.493',579930,2,6,,
5,FRC,1158,2021,Coupe de France,1,,,,81',579930,,,,
6,FR1,1158,2020,Ligue 1,29,4,,,1.617',579930,5,3,,
7,FR2,1158,2019,Ligue 2,19,,,,989',579930,5,2,,
8,FRC,1158,2019,Coupe de France,4,1,,,223',579930,,1,,
9,CN2B,16662,2019,National 2 - Grp. B,1,1,,,90',579930,,,,
10,C3BR,8154,2019,N3 - Bretagne,1,,,,90',579930,1,,,
11,C3BR,8154,2018,N3 - Bretagne,4,2,,,360',579930,,,,
12,FR1,273,2018,Ligue 1,1,,,,3',579930,,,,
13,FRC,273,2018,Coupe de France,1,,,,4',579930,,,,
14,EL,273,2018,Europa League,,,,,,579930,,,,
15,FR2,10868,2018,Ligue 2,12,,,,372',579930,,3,,
16,FRC,10868,2018,Coupe de France,2,,,,145',579930,,,,
17,FRL,10868,2018,Coupe de la Ligue,3,,,,230',579930,1,,,
18,CN2D,8154,2017,National 2 - Grp. D,14,2,,,1.027',579930,,7,,
19,FR1,273,2017,Ligue 1,,,,,,579930,,,,
20,CN2A,8154,2016,CFA - Grp. A,1,,,,20',579930,,,,
0,IT1,6574,2023,Serie A,8,,,,130',508371,,,,
1,CIT,6574,2023,Italy Cup,3,1,,,179',508371,,1,,
2,IT1,6574,2022,Serie A,19,,,,504',508371,2,,,
3,CIT,6574,2022,Italy Cup,1,,,,45',508371,,,,
4,IT1,6574,2021,Serie A,6,,,,47',508371,,,,
5,CIT,6574,2021,Italy Cup,1,,,,,508371,,,,
6,ECLQ,195,2021,UECL Qualifiers,6,,,,300',508371,2,2,,
7,NO1,195,2021,Eliteserien,24,2,,,1.530',508371,3,5,,
8,NOPO,195,2021,NM-Cup,3,1,,,246',508371,5,3,,
9,NO32,35024,2021,PostNord-ligaen Avd. 2,3,,,,225',508371,1,2,,
10,ELQ,195,2020,Europa League Qualifying,1,,,,32',508371,,,,
11,NO1,195,2020,Eliteserien,28,1,,,1.536',508371,5,,,
12,NO32,35024,2020,PostNord-ligaen Avd. 2,1,,,,90',508371,,,,
13,EL,195,2019,Europa League,2,,,,26',508371,,,,
14,CLQ,195,2019,Champions League Qu.,3,,,,25',508371,,,,
15,NO1,195,2019,Eliteserien,9,,,,333',508371,2,,,
16,NOPO,195,2019,NM-Cup,2,,,,113',508371,1,,,
17,CLQ,195,2018,Champions League Qu.,,,,,,508371,,,,
18,NO1,195,2018,Eliteserien,2,,,,7',508371,,,,
19,NOPO,195,2018,NM-Cup,1,,,,13',508371,,,,
20,NOSC,195,2018,Mesterfinale,1,,,,12',508371,,,,
21,NO31,36222,2017,PostNord-ligaen Avd. 1,1,,,,5',508371,,,,
22,NOPO,36222,2017,NM-Cup,1,,,,13',508371,,,,
0,IT1,6574,2023,Serie A,17,6,,,1.437',177843,3,9,,
1,CIT,6574,2023,Italy Cup,1,1,,,44',177843,,,,
2,IT1,6574,2022,Serie A,26,7,,,1.872',177843,7,12,,
3,CIT,6574,2022,Italy Cup,1,,,,90',177843,,1,,
4,IT1,6574,2021,Serie A,33,9,,,2.836',177843,17,15,,
5,CIT,6574,2021,Italy Cup,1,,,,59',177843,,,,
6,IT1,6574,2020,Serie A,30,4,,,2.484',177843,8,17,,
7,IT1,6574,2019,Serie A,31,6,,,2.501',177843,10,14,1,
8,CIT,6574,2019,Italy Cup,1,,,,90',177843,,,,
9,IT1,6574,2018,Serie A,35,5,,,2.878',177843,3,8,1,
10,CIT,6574,2018,Italy Cup,2,1,,,180',177843,1,2,,
11,IT1,6574,2017,Serie A,31,8,,,2.309',177843,2,4,1,
12,CIT,6574,2017,Italy Cup,2,,,,115',177843,,1,,
13,IT1,6574,2016,Serie A,21,6,,,1.738',177843,10,5,,
14,ELQ,6574,2016,Europa League Qualifying,4,,,,304',177843,1,5,,
15,IT1,6574,2015,Serie A,29,10,,,2.181',177843,6,7,1,
16,ITJ1,19114,2015,Primavera A,1,,,,90',177843,1,1,,
17,CIT,6574,2015,Italy Cup,2,1,,,180',177843,1,,,
18,IT1,6574,2014,Serie A,32,13,,,2.678',177843,11,15,1,
19,CIT,6574,2014,Italy Cup,2,,,,83',177843,2,,,
20,ITJ2,19114,2014,Primavera B,1,1,,,90',177843,,,,
21,IT1,6574,2013,Serie A,29,10,,,2.183',177843,6,16,1,
22,ITJ1,19114,2013,Primavera A,3,1,,,239',177843,,1,,
23,CIT,6574,2013,Italy Cup,1,1,,,74',177843,,,,
24,IT2,6574,2012,Serie B,37,5,,,2.340',177843,6,11,1,
25,CIT,6574,2012,Italy Cup,2,,,,88',177843,,,,
26,ITJ1,19114,2011,Primavera A,18,3,,,1.404',177843,,5,,
27,TDV,19114,2011,Viareggio Cup,2,,,,112',177843,,,1,
28,ITJ1,19114,2010,Primavera A,3,,,,117',177843,,,,
0,IT1,6574,2023,Serie A,17,2,,,530',195171,,,,
1,CIT,6574,2023,Italy Cup,2,,,,151',195171,,,,
2,ES1,1049,2022,LaLiga,25,7,,,1.368',195171,,4,,
3,CDR,1049,2022,Copa del Rey,1,,,,57',195171,,,,
4,IT1,5,2021,Serie A,5,1,,,122',195171,2,,,
5,CIT,5,2021,Italy Cup,,,,,,195171,,,,
6,IT1,5,2020,Serie A,28,5,,,1.174',195171,1,1,,
7,EL,5,2020,Europa League,10,1,,,727',195171,2,2,,
8,CIT,5,2020,Italy Cup,2,,,,50',195171,,,,
9,ELQ,5,2020,Europa League Qualifying,3,,,,200',195171,1,,,
10,IT1,5,2019,Serie A,22,3,,,1.216',195171,3,2,1,
11,CIT,5,2019,Italy Cup,3,2,,,263',195171,2,1,,
12,IT1,5,2018,Serie A,31,3,,,1.005',195171,2,4,,
13,CIT,5,2018,Italy Cup,4,,,,254',195171,,,,
14,SCI,5,2018,Supercoppa Italiana,1,1,,,71',195171,,,,
15,EL,5,2018,Europa League,4,,,,324',195171,2,,1,
16,ES1,1050,2017,LaLiga,30,4,,,2.084',195171,7,6,,
17,EL,1050,2017,Europa League,5,1,,,220',195171,,,,
18,CDR,1050,2017,Copa del Rey,3,,,,177',195171,1,,,
19,ES1,1050,2016,LaLiga,33,2,,,2.051',195171,3,2,,
20,EL,1050,2016,Europa League,6,1,,,244',195171,1,,,
21,CDR,1050,2016,Copa del Rey,3,2,,,127',195171,,1,,
22,CLQ,1050,2016,Champions League Qu.,2,,,,180',195171,,,,
23,ES1,1050,2015,LaLiga,28,4,,,1.741',195171,1,1,,
24,EL,1050,2015,Europa League,13,1,,,779',195171,,1,,
25,CDR,1050,2015,Copa del Rey,4,,,,360',195171,1,,,
26,ES1,1084,2014,LaLiga,34,5,,,2.349',195171,5,1,,
27,CDR,1084,2014,Copa del Rey,5,,,,121',195171,,,,
0,IT1,6574,2023,Serie A,31,2,,,2.550',315865,2,9,,
1,CIT,6574,2023,Italy Cup,2,,,,105',315865,,1,,
2,IT1,6574,2022,Serie A,32,3,,,2.172',315865,1,5,1,
3,IT1,749,2021,Serie A,36,4,,,2.872',315865,2,13,,
4,CIT,749,2021,Italy Cup,1,,,,45',315865,,,,
5,IT1,46,2021,Serie A,,,,,,315865,,,,
6,IT1,46,2020,Serie A,8,,,,163',315865,,1,,
7,CIT,46,2020,Italy Cup,1,,,,4',315865,,,,
8,CL,46,2020,Champions League,1,,,,5',315865,,,,
9,IT1,252,2019,Serie A,32,1,,,2.238',315865,2,5,,
10,CIT,252,2019,Italy Cup,2,,,,180',315865,1,2,,
11,IT1,8970,2018,Serie A,27,2,,,1.622',315865,3,5,,
12,IT1,46,2017,Serie A,1,,,,13',315865,,,,
13,19YL,62104,2017,UEFA Youth League,6,,,,524',315865,3,6,,
14,CIT,46,2017,Italy Cup,1,,,,45',315865,,,,
15,CITP,5380,2017,Coppa Primavera,2,,,,180',315865,,1,,
16,IJ1,5380,2017,Primavera 1,1,,,,61',315865,,,,
17,ITJE,5380,2016,Primavera Fase Finale,3,,,,270',315865,,1,,
18,IT1,46,2016,Serie A,2,,,,19',315865,,,,
19,ITJ3,5380,2016,Primavera C,20,2,,,1.669',315865,1,16,,
20,CIT,46,2016,Italy Cup,,,,,,315865,,,,
21,CITP,5380,2016,Coppa Primavera,4,,,,294',315865,3,2,,
22,EL,46,2016,Europa League,1,,,,80',315865,,,,
23,SCIJ,5380,2016,Supercoppa Primavera,1,,,,90',315865,,,,
24,ITJF,48967,2015,Under 17 - Finals,4,,,,390',315865,,3,,
25,ITJE,5380,2015,Primavera Fase Finale,2,,,,57',315865,,,,
26,ITJ2,5380,2015,Primavera B,10,1,,,520',315865,,4,,
27,CITP,5380,2015,Coppa Primavera,4,,,,70',315865,,2,1,
28,ITJ5,48967,2015,Under 17 - B,10,,,,805',315865,,7,,
29,TDV,5380,2015,Viareggio Cup,3,,,,157',315865,,1,,
30,ITJF,48967,2014,Under 17 - Finals,4,1,,,301',315865,,,,
0,IT1,6574,2023,Serie A,23,1,,,265',457422,1,,,
1,CIT,6574,2023,Italy Cup,3,,,,243',457422,,2,,
2,IT2,8970,2022,Serie B,29,3,,,1.501',457422,4,12,,
3,CIT,8970,2022,Italy Cup,1,,,,5',457422,,,,
4,IT2,4083,2021,Serie B,28,1,,,1.926',457422,,6,,
5,CIT,4083,2021,Italy Cup,1,,,,78',457422,,1,,
6,PON2,724,2020,Play-Offs Promotie/Deg.,1,,,,90',457422,,1,,
7,NL2,724,2020,Keuken Kampioen Divisie,30,3,,,2.431',457422,3,18,,
8,NLP,724,2020,KNVB Beker,1,,,,75',457422,,,,
9,IJ1,5380,2019,Primavera 1,21,,,,1.600',457422,3,15,,
10,CITP,5380,2019,Coppa Primavera,1,,,,58',457422,,1,,
11,ITJE,5380,2018,Primavera Fase Finale,,,,,,457422,,,,
12,IJ1,5380,2018,Primavera 1,20,,,,826',457422,2,2,,
13,TDV,5380,2018,Viareggio Cup,5,,,,352',457422,,2,,
14,CITP,5380,2018,Coppa Primavera,3,,,,205',457422,,,,
15,SCIJ,5380,2018,Supercoppa Primavera,,,,,,457422,,,,
16,19YL,62104,2018,UEFA Youth League,6,,,,277',457422,,,,
17,IT2,3522,2017,Serie B,3,,,,88',457422,,1,,
18,ITJP,14893,2017,Play-off/out U19,1,,,,90',457422,,,,
19,IJ2A,14893,2017,Primavera 2 - A,19,,,,1.650',457422,2,13,,
20,TDV,14893,2017,Viareggio Cup,1,,,,82',457422,,,,
21,CITP,14893,2017,Coppa Primavera,2,,,,210',457422,,1,,
22,ITJF,49762,2016,Under 17 - Finals,4,,,,380',457422,,1,,
23,ITJ4,49762,2016,Under 17 - A,26,3,,,2.256',457422,,6,,
24,TDV,14893,2016,Viareggio Cup,1,,,,18',457422,,,,
0,IT1,6574,2023,Serie A,17,,,,618',163222,1,1,,
1,CIT,6574,2023,Italy Cup,2,1,,,196',163222,,,,
2,IT1,6574,2022,Serie A,27,3,,,1.164',163222,1,2,,
3,CIT,6574,2022,Italy Cup,1,,,,12',163222,,,,
4,IT1,6574,2021,Serie A,38,3,,,1.344',163222,2,2,,
5,CIT,6574,2021,Italy Cup,2,,,,121',163222,,,,
6,IT1,6574,2020,Serie A,28,1,,,1.330',163222,2,3,,
7,CIT,6574,2020,Italy Cup,,,,,,163222,,,,
8,IT1,6574,2019,Serie A,17,1,,,977',163222,3,3,,
9,IT1,1038,2018,Serie A,36,2,,,2.340',163222,2,11,,
10,CIT,1038,2018,Italy Cup,3,,,,174',163222,,1,,
11,IT1,12,2017,Serie A,15,1,,,478',163222,,1,,
12,CL,12,2017,Champions League,5,,,,166',163222,,,,
13,IT1,6574,2016,Serie A,29,,,,1.958',163222,4,12,,
14,CIT,6574,2016,Italy Cup,1,,,,22',163222,,,,
15,EL,6574,2016,Europa League,5,1,,,372',163222,1,2,,
16,ELQ,6574,2016,Europa League Qualifying,3,,,,239',163222,,2,,
17,IT1,6574,2015,Serie A,33,2,,,2.056',163222,6,7,,1
18,CIT,6574,2015,Italy Cup,2,,,,43',163222,,,,
19,IT1,1429,2014,Serie A,34,7,,,2.700',163222,6,9,,
20,CIT,1429,2014,Italy Cup,2,,,,126',163222,,,,
21,POSB,1429,2013,Serie B Play-off,4,1,,,349',163222,1,1,,
22,IT2,1429,2013,Serie B,38,3,,,2.620',163222,4,3,,
23,CIT,1429,2013,Italy Cup,2,,,,148',163222,,,,
24,IT2,1429,2012,Serie B,30,2,,,1.760',163222,3,3,,
25,CIT,1429,2012,Italy Cup,,,,,,163222,,,,
26,IT3A,704,2011,Lega Pro 1a - A,23,,,,1.239',163222,2,4,1,
27,CIT,704,2011,Italy Cup,1,,,,86',163222,,,,
28,IT1,130,2010,Serie A,1,,,,9',163222,,,,
29,ITJ1,5243,2010,Primavera A,25,,,,1.811',163222,,6,,1
30,TDV,5243,2010,Viareggio Cup,5,,,,425',163222,,1,,
31,ITJE,5243,2009,Primavera Fase Finale,1,,,,54',163222,,,,
32,ITJ1,5243,2009,Primavera A,16,1,,,822',163222,,2,,
33,TDV,5243,2009,Viareggio Cup,2,,,,74',163222,,,,
0,IT1,2919,2023,Serie A,27,,24,13,2.334',301238,,,,
1,CIT,2919,2023,Italy Cup,1,,2,,90',301238,,,,
2,IT1,2919,2022,Serie A,37,,49,10,3.330',301238,,,,
3,CIT,2919,2022,Italy Cup,,,,,,301238,,,,
4,POSB,2919,2021,Serie B Play-off,4,,6,,390',301238,,,,
5,IT2,2919,2021,Serie B,37,,37,15,3.330',301238,,,,
6,CIT,2919,2021,Italy Cup,1,,2,,90',301238,,,,
7,POSB,2919,2020,Serie B Play-off,2,,3,1,180',301238,,,,
8,IT2,2919,2020,Serie B,27,,24,12,2.430',301238,,,,
9,CIT,2919,2020,Italy Cup,2,,2,1,180',301238,,,,
10,POSB,21331,2019,Serie B Play-off,2,,2,1,180',301238,,,,
11,IT2,21331,2019,Serie B,33,2,39,10,2.940',301238,,,,
12,CIT,21331,2019,Italy Cup,,,,,,301238,,,,
13,IT3P,6692,2018,PlayOff Lega Pro,2,,2,1,180',301238,,,,
14,IT3A,6692,2018,Serie C-A,30,,26,11,2.675',301238,,,1,
15,CILP,6692,2018,Coppa Serie C,,,,,,301238,,,,
16,CIT,6692,2018,Italy Cup,,,,,,301238,,,,
17,IT3P,24898,2017,PlayOff Lega Pro,1,,2,,90',301238,,,,
18,IT3B,24898,2017,Serie C-B,33,1,30,14,2.970',301238,,,,
19,CILP,24898,2017,Coppa Serie C,,,,,,301238,,,,
20,CIT,24898,2017,Italy Cup,3,,4,,300',301238,,,,
21,ITJE,5380,2016,Primavera Fase Finale,3,,2,1,270',301238,,,,
22,ITJ3,5380,2016,Primavera C,19,1,13,11,1.710',301238,,,,
23,TDV,5380,2016,Viareggio Cup,4,1,2,2,360',301238,,,,
24,CITP,5380,2016,Coppa Primavera,3,,4,,270',301238,,,,
25,SCIJ,5380,2016,Supercoppa Primavera,1,,4,,90',301238,,,,
26,ITJE,5380,2015,Primavera Fase Finale,,,,,,301238,,,,
27,ITJ2,5380,2015,Primavera B,2,,1,1,180',301238,,,,
28,CITP,5380,2015,Coppa Primavera,,,,,,301238,,,,
29,TDV,5380,2015,Viareggio Cup,2,,,2,180',301238,,,,
30,CITP,5380,2014,Coppa Primavera,,,,,,301238,,,,
31,ITJ2,5380,2014,Primavera B,,,,,,301238,,,,
32,IJSC,48967,2013,Supercoppa U17,1,,,1,90',301238,,,,
0,IT1,2919,2023,Serie A,5,,13,,366',542588,,,,
1,CIT,2919,2023,Italy Cup,,,,,,542588,,,,
2,IT1,2919,2022,Serie A,,,,,,542588,,,,
3,IJ2A,84400,2022,Primavera 2 - A,2,,2,1,180',542588,,,,
4,CIT,2919,2022,Italy Cup,,,,,,542588,,,,
5,IT3P,2921,2021,Playoff Serie C,3,,7,,270',542588,,,,
6,IT3B,2921,2021,Serie C-B,26,2,24,8,2.260',542588,,,,
7,CILP,2921,2021,Coppa Serie C,1,,,1,90',542588,,,,
8,SCJ2,8525,2020,Supercoppa Primavera 2,1,,2,,90',542588,,,,
9,IJ2B,8525,2020,Primavera 2 - B,21,1,16,12,1.890',542588,,,,
10,IT2,2921,2020,Serie B,,,,,,542588,,,,
11,CITP,8525,2020,Coppa Primavera,1,,3,,120',542588,,,,
12,IJ1,8525,2019,Primavera 1,18,1,37,2,1.620',542588,,,,
13,IT2,2921,2019,Serie B,,,,,,542588,,,,
14,CIT,2921,2019,Italy Cup,,,,,,542588,,,,
15,ITJF,49761,2018,Under 17 - Finals,1,,5,,90',542588,,,,
16,SCJ2,8525,2018,Supercoppa Primavera 2,,,,,,542588,,,,
17,ITJ6,49761,2018,Under 17 - C,9,,15,2,738',542588,,,1,
18,IJ2B,8525,2018,Primavera 2 - B,8,,5,4,717',542588,,,,
19,ITJ6,49761,2017,Under 17 - C,4,,9,1,360',542588,,,,
0,IT1,2919,2023,Serie A,,,,,,244491,,,,
1,CIT,2919,2023,Italy Cup,,,,,,244491,,,,
2,IT2,839,2022,Serie B,32,,40,11,2.803',244491,,,,
3,CIT,839,2022,Italy Cup,1,,3,,90',244491,,,,
4,IT2,1047,2021,Serie B,19,1,30,2,1.665',244491,,,,
5,CIT,1047,2021,Italy Cup,1,,2,,120',244491,,,,
6,IT2,4172,2020,Serie B,19,,26,7,1.710',244491,,,,
7,IT2,4172,2019,Serie B,36,2,44,7,3.240',244491,,,,
